Seq,DH137,DH138,DH139,DH140,DH141,DH142,DH143,DH144
DH_8529,0,0,0,0,0,0,0,0
DH_8530,0,0,0,0,0,0,0,0
DH_8531,0,0,0,0,0,0,0,0
DH_8532,0,0,0,0,0,0,0,0
DH_8533,0,0,0,0,0,0,0,0
DH_8534,0,0,0,0,0,0,0,0
DH_8535,0,0,0,0,0,0,0,0
DH_8536,0,0,0,0,0,0,0,0
DH_8537,0,0,0,0,0,0,0,0
DH_8538,0,0,0,0,0,0,0,0
DH_8539,0,0,0,0,0,0,0,0
DH_8540,0,0,0,0,0,0,0,0
DH_8541,0,0,0,0,0,0,0,0
DH_8542,0,0,0,0,0,0,0,0
DH_8543,0,0,0,0,0,0,0,0
DH_8544,0,0,0,0,0,0,0,0
DH_8545,0,0,0,0,0,0,0,0
DH_8546,0,0,0,0,0,0,0,0
DH_8547,0,0,0,0,0,0,0,0
DH_8548,0,0,0,0,0,0,0,0
DH_8549,0,0,0,0,0,0,0,0
DH_8550,0,0,0,0,0,0,0,0
DH_8551,0,0,0,0,0,0,0,0
DH_8552,0,0,0,0,0,0,0,0
DH_8553,0,0,0,0,0,0,0,0
DH_8554,0,0,0,0,0,0,0,0
DH_8555,0,0,0,0,0,0,0,0
DH_8556,0,0,0,0,0,0,0,0
DH_8557,0,0,0,0,0,0,0,0
DH_8558,0,0,0,0,0,0,0,0
DH_8559,0,0,0,0,0,0,0,0
DH_8560,0,0,0,0,0,0,0,0
DH_8561,0,0,0,0,0,0,0,0
DH_8562,0,0,0,0,0,0,0,0
DH_8563,0,0,0,0,0,0,0,0
DH_8564,0,0,0,0,0,0,0,0
DH_8565,0,0,0,0,0,0,0,0
DH_8566,0,0,0,0,0,0,0,0
DH_8567,0,0,0,0,0,0,0,0
DH_8568,0,0,0,0,0,0,0,0
DH_8569,0,0,0,0,0,0,0,0
DH_8570,0,0,0,0,0,0,0,0
DH_8571,0,0,0,0,0,0,0,0
DH_8572,0,0,0,0,0,0,0,0
DH_8573,0,0,0,0,0,0,0,0
DH_8574,0,0,0,0,0,0,0,0
DH_8575,0,0,0,0,0,0,0,0
DH_8576,0,0,0,0,0,0,0,0
DH_8577,0,0,0,0,0,0,0,0
DH_8578,0,0,0,0,0,0,0,0
DH_8579,0,0,0,0,0,0,0,0
DH_8580,0,0,0,0,0,0,0,0
DH_8581,0,0,0,0,0,0,0,0
DH_8582,0,0,0,0,0,0,0,0
DH_8583,0,0,0,0,0,0,0,0
DH_8584,0,0,0,0,0,0,0,0
DH_8585,0,0,0,0,0,0,0,0
DH_8586,0,0,0,0,0,0,0,0
DH_8587,0,0,0,0,0,0,0,0
DH_8588,0,0,0,0,0,0,0,0
DH_8589,0,0,0,0,0,0,0,0
DH_8590,0,0,0,0,0,0,0,0
DH_8591,0,0,0,0,0,0,0,0
DH_8592,0,0,0,0,0,0,0,0
DH_8593,0,0,0,0,0,0,0,0
DH_8594,0,0,0,0,0,0,0,0
DH_8595,0,0,0,0,0,0,0,0
DH_8596,0,0,0,0,0,0,0,0
DH_8597,0,0,0,0,0,0,0,0
DH_8598,0,0,0,0,0,0,0,0
DH_8599,0,0,0,0,0,0,0,0
DH_8600,0,0,0,0,0,0,0,0
DH_8601,0,0,0,0,0,0,0,0
DH_8602,0,0,0,0,0,0,0,0
DH_8603,0,0,0,0,0,0,0,0
DH_8604,0,0,0,0,0,0,0,0
DH_8605,0,0,0,0,0,0,0,0
DH_8606,0,0,0,0,0,0,0,0
DH_8607,0,0,0,0,0,0,0,0
DH_8608,0,0,0,0,0,0,0,0
DH_8609,0,0,0,0,0,0,0,0
DH_8610,0,0,0,0,0,0,0,0
DH_8611,0,0,0,0,0,0,0,0
DH_8612,0,0,0,0,0,0,0,0
DH_8613,0,0,0,0,0,0,0,0
DH_8614,0,0,0,0,0,0,0,0
DH_8615,0,0,0,0,0,0,0,0
DH_8616,0,0,0,0,0,0,0,0
DH_8617,0,0,0,0,0,0,0,0
DH_8618,0,0,0,0,0,0,0,0
DH_8619,0,0,0,0,0,0,0,0
DH_8620,0,0,0,0,0,0,0,0
DH_8621,0,0,0,0,0,0,0,0
DH_8622,0,0,0,0,0,0,0,0
DH_8623,0,0,0,0,0,0,0,0
DH_8624,0,0,0,0,0,0,0,0
DH_8625,0,0,0,0,0,0,0,0
DH_8626,0,0,0,0,0,0,0,0
DH_8627,0,0,0,0,0,0,0,0
DH_8628,0,0,0,0,0,0,0,0
DH_8629,0,0,0,0,0,0,0,0
DH_8630,0,0,0,0,0,0,0,0
DH_8631,0,0,0,0,0,0,0,0
DH_8632,0,0,0,0,0,0,0,0
DH_8633,0,0,0,0,0,0,0,0
DH_8634,0,0,0,0,0,0,0,0
DH_8635,0,0,0,0,0,0,0,0
DH_8636,0,0,0,0,0,0,0,0
DH_8637,0,0,0,0,0,0,0,0
DH_8638,0,0,0,0,0,0,0,0
DH_8639,0,0,0,0,0,0,0,0
DH_8640,0,0,0,0,0,0,0,0
DH_8641,0,0,0,0,0,0,0,0
DH_8642,0,0,0,0,0,0,0,0
DH_8643,0,0,0,0,0,0,0,0
DH_8644,0,0,0,0,0,0,0,0
DH_8645,0,0,0,0,0,0,0,0
DH_8646,0,0,0,0,0,0,0,0
DH_8647,0,0,0,0,0,0,0,0
DH_8648,0,0,0,0,0,0,0,0
DH_8649,0,0,0,0,0,0,0,0
DH_8650,0,0,0,0,0,0,0,0
DH_8651,0,0,0,0,0,0,0,0
DH_8652,0,0,0,0,0,0,0,0
DH_8653,0,0,0,0,0,0,0,0
DH_8654,0,0,0,0,0,0,0,0
DH_8655,0,0,0,0,0,0,0,0
DH_8656,0,0,0,0,0,0,0,0
DH_8657,0,0,0,0,0,0,0,0
DH_8658,0,0,0,0,0,0,0,0
DH_8659,0,0,0,0,0,0,0,0
DH_8660,0,0,0,0,0,0,0,0
DH_8661,0,0,0,0,0,0,0,0
DH_8662,0,0,0,0,0,0,0,0
DH_8663,0,0,0,0,0,0,0,0
DH_8664,0,0,0,0,0,0,0,0
DH_8665,0,0,0,0,0,0,0,0
DH_8666,0,0,0,0,0,0,0,0
DH_8667,0,0,0,0,0,0,0,0
DH_8668,0,0,0,0,0,0,0,0
DH_8669,0,0,0,0,0,0,0,0
DH_8670,0,0,0,0,0,0,0,0
DH_8671,0,0,0,0,0,0,0,0
DH_8672,0,0,0,0,0,0,0,0
DH_8673,0,0,0,0,0,0,0,0
DH_8674,0,0,0,0,0,0,0,0
DH_8675,0,0,0,0,0,0,0,0
DH_8676,0,0,0,0,0,0,0,0
DH_8677,0,0,0,0,0,0,2,0
DH_8678,0,0,0,0,0,0,0,0
DH_8679,0,0,0,0,0,0,0,0
DH_8680,0,0,0,0,0,0,0,0
DH_8681,0,0,0,0,0,0,0,0
DH_8682,0,0,0,0,0,0,0,0
DH_8683,0,0,0,0,0,0,0,0
DH_8684,0,0,0,0,0,0,0,0
DH_8685,0,0,0,0,0,0,0,0
DH_8686,0,0,0,0,0,0,0,0
DH_8687,0,0,0,0,0,0,0,0
DH_8688,0,0,0,0,0,0,0,0
DH_8689,0,0,0,0,0,0,0,0
DH_8690,0,0,0,0,0,0,0,0
DH_8691,0,0,0,0,0,0,0,0
DH_8692,0,0,0,0,0,0,0,0
DH_8693,0,0,0,0,0,0,0,0
DH_8694,0,0,0,0,0,0,0,0
DH_8695,0,0,0,0,0,0,0,0
DH_8696,0,0,0,0,0,0,0,0
DH_8697,0,0,0,0,0,0,0,0
DH_8698,0,0,0,0,0,0,0,0
DH_8699,0,0,0,0,0,0,0,0
DH_8700,0,0,0,0,0,0,0,0
DH_8701,0,0,0,0,0,0,0,0
DH_8702,0,0,0,0,0,0,0,0
DH_8703,0,0,0,0,0,0,0,0
DH_8704,0,0,0,0,0,0,0,0
DH_8705,0,0,0,0,0,0,0,0
DH_8706,0,0,0,0,0,0,0,0
DH_8707,0,0,0,0,0,0,0,0
DH_8708,0,0,0,0,0,0,0,0
DH_8709,0,0,0,0,0,0,0,0
DH_8710,0,0,0,0,0,0,0,0
DH_8711,0,0,0,0,0,0,0,0
DH_8712,0,0,0,0,0,0,0,0
DH_8713,0,0,0,0,0,0,0,0
DH_8714,0,0,0,0,0,0,0,0
DH_8715,0,0,0,0,0,0,0,0
DH_8716,0,0,0,0,0,0,0,0
DH_8717,0,0,0,0,0,0,0,0
DH_8718,0,0,0,0,0,0,0,0
DH_8719,0,0,0,0,0,0,0,0
DH_8720,0,0,0,0,0,0,0,0
DH_8721,0,0,0,0,0,0,0,0
DH_8722,0,0,0,0,0,0,0,0
DH_8723,0,0,0,0,0,0,0,0
DH_8724,0,0,0,0,0,0,0,0
DH_8725,0,0,0,0,0,0,0,0
DH_8726,0,0,0,0,0,0,0,0
DH_8727,0,0,0,0,0,0,0,0
DH_8728,0,0,0,0,0,0,0,0
DH_8729,0,0,0,0,0,0,0,0
DH_8730,0,0,0,0,0,0,0,0
DH_8731,0,0,0,0,0,0,0,0
DH_8732,0,0,0,0,0,0,0,0
DH_8733,0,0,0,0,0,0,0,0
DH_8734,0,0,0,0,0,0,0,0
DH_8735,0,0,0,0,0,0,0,0
DH_8736,0,0,0,0,0,0,0,0
DH_8737,0,0,0,0,0,0,0,0
DH_8738,0,0,0,0,0,0,0,0
DH_8739,0,0,0,0,0,0,0,0
DH_8740,0,0,0,0,0,0,0,0
DH_8741,0,0,0,0,0,0,0,0
DH_8742,0,0,0,0,0,0,0,0
DH_8743,0,0,0,0,0,0,0,0
DH_8744,0,0,0,0,0,0,0,0
DH_8745,0,0,0,0,0,0,0,0
DH_8746,0,0,0,0,0,0,0,0
DH_8747,0,0,0,0,0,0,0,0
DH_8748,0,0,0,0,0,0,0,0
DH_8749,0,0,0,0,0,0,0,0
DH_8750,0,0,0,0,0,0,0,0
DH_8751,0,0,0,0,0,0,0,0
DH_8752,0,0,0,0,0,0,0,0
DH_8753,0,0,0,0,0,0,0,0
DH_8754,0,0,0,0,0,0,0,0
DH_8755,0,0,0,0,0,0,0,0
DH_8756,0,0,0,0,0,0,0,0
DH_8757,0,0,0,0,0,0,0,0
DH_8758,0,0,0,0,0,0,0,0
DH_8759,0,0,0,0,0,0,0,0
DH_8760,0,0,0,0,0,0,0,0
DH_8761,0,0,0,0,0,0,0,0
DH_8762,0,0,0,0,0,0,0,0
DH_8763,0,0,0,0,0,0,0,0
DH_8764,0,0,0,0,0,0,0,0
DH_8765,0,0,0,0,0,0,0,0
DH_8766,0,0,0,0,0,0,0,0
DH_8767,0,0,0,0,0,0,0,0
DH_8768,0,0,0,0,0,0,0,0
DH_8769,0,0,0,0,0,0,0,0
DH_8770,0,0,0,0,0,0,0,0
DH_8771,0,0,0,0,0,0,0,0
DH_8772,0,0,0,0,0,0,0,0
DH_8773,0,0,0,0,0,0,0,0
DH_8774,0,0,0,0,0,0,0,0
DH_8775,0,0,0,0,0,0,0,0
DH_8776,0,0,0,0,0,0,0,0
DH_8777,0,0,0,0,0,0,0,0
DH_8778,0,0,0,0,0,0,0,0
DH_8779,0,0,0,0,0,0,0,0
DH_8780,0,0,0,0,0,0,0,0
DH_8781,0,0,0,0,0,0,0,0
DH_8782,0,0,0,0,0,0,0,0
DH_8783,0,0,0,0,0,0,0,0
DH_8784,0,0,0,0,0,0,0,0
DH_8785,0,0,0,0,0,0,0,0
DH_8786,0,0,0,0,0,0,0,0
DH_8787,0,0,0,0,0,0,0,0
DH_8788,0,0,0,0,0,0,0,0
DH_8789,0,0,0,0,0,0,0,0
DH_8790,0,0,0,0,0,0,0,0
DH_8791,0,0,0,0,0,0,0,0
DH_8792,0,0,0,0,0,0,0,0
DH_8793,0,0,0,0,0,0,0,0
DH_8794,0,0,0,0,0,0,0,0
DH_8795,0,0,0,0,0,0,0,0
DH_8796,0,0,0,0,0,0,0,0
DH_8797,0,0,0,0,0,0,0,0
DH_8798,0,0,0,0,0,0,0,0
DH_8799,0,0,0,0,0,0,0,0
DH_8800,0,0,0,0,0,0,0,0
DH_8801,0,0,0,0,0,0,0,0
DH_8802,0,0,0,0,0,0,0,0
DH_8803,0,0,0,0,0,0,0,0
DH_8804,0,0,0,0,0,0,0,0
DH_8805,0,0,0,0,0,0,0,0
DH_8806,0,0,0,0,0,0,0,0
DH_8807,0,0,0,0,0,0,0,0
DH_8808,0,0,0,0,0,0,0,0
DH_8809,0,0,0,0,0,0,0,0
DH_8810,0,0,0,0,0,0,0,0
DH_8811,0,0,0,0,0,0,0,0
DH_8812,0,0,0,0,0,0,0,0
DH_8813,0,0,0,0,0,0,0,0
DH_8814,0,0,0,0,0,0,0,0
DH_8815,0,0,0,0,0,0,0,0
DH_8816,0,0,0,0,0,0,0,0
DH_8817,0,0,0,0,0,0,0,0
DH_8818,0,0,0,0,0,0,0,0
DH_8819,0,0,0,0,0,0,0,0
DH_8820,0,0,0,0,0,0,0,0
DH_8821,0,0,0,0,0,0,0,0
DH_8822,0,0,0,0,0,0,0,0
DH_8823,0,0,0,0,0,0,0,0
DH_8824,0,0,0,0,0,0,0,0
DH_8825,0,0,0,0,0,0,0,0
DH_8826,0,0,0,0,0,0,0,0
DH_8827,0,0,0,0,0,0,0,0
DH_8828,0,0,0,0,0,0,0,0
DH_8829,0,0,0,0,0,0,0,0
DH_8830,0,0,0,0,0,0,3,0
DH_8831,0,0,0,0,0,0,0,0
DH_8832,0,0,0,0,0,0,0,0
DH_8833,0,0,0,0,0,0,0,0
DH_8834,0,0,0,0,0,0,0,0
DH_8835,0,0,0,0,0,0,0,0
DH_8836,0,0,0,0,0,0,0,0
DH_8837,0,0,0,0,0,0,0,0
DH_8838,0,0,0,0,0,0,0,0
DH_8839,0,0,0,0,0,0,0,0
DH_8840,0,0,0,0,0,0,0,0
DH_8841,0,0,0,0,0,0,0,0
DH_8842,0,0,0,0,0,0,0,0
DH_8843,0,0,0,0,0,0,0,0
DH_8844,0,0,0,0,0,0,0,0
DH_8845,0,0,0,0,0,0,0,0
DH_8846,0,0,0,0,0,0,0,0
DH_8847,0,0,0,0,0,0,0,0
DH_8848,0,0,0,0,0,0,0,0
DH_8849,0,0,0,0,0,0,0,0
DH_8850,0,0,0,0,0,0,0,0
DH_8851,0,0,0,0,0,0,0,0
DH_8852,0,0,0,0,0,0,0,0
DH_8853,0,0,0,0,0,0,0,0
DH_8854,0,0,0,0,0,0,0,0
DH_8855,0,0,0,0,0,0,0,0
DH_8856,0,0,0,0,0,0,0,0
DH_8857,0,0,0,0,0,0,0,0
DH_8858,0,0,0,0,0,0,0,0
DH_8859,0,0,0,0,0,0,0,0
DH_8860,0,0,0,0,0,0,0,0
DH_8861,0,0,0,0,0,0,0,0
DH_8862,0,0,0,0,0,0,0,0
DH_8863,0,0,0,0,0,0,0,0
DH_8864,0,0,0,0,0,0,0,0
DH_8865,0,0,0,0,0,0,0,0
DH_8866,0,0,0,0,0,0,0,0
DH_8867,0,0,0,0,0,0,0,0
DH_8868,0,0,0,0,0,0,0,0
DH_8869,0,0,0,0,0,0,0,0
DH_8870,0,0,0,0,0,0,0,0
DH_8871,0,0,0,0,0,0,0,0
DH_8872,0,0,0,0,0,0,0,0
DH_8873,0,0,0,0,0,0,0,0
DH_8874,0,0,0,0,0,0,0,0
DH_8875,0,0,0,0,0,0,0,0
DH_8876,0,0,0,0,0,0,0,0
DH_8877,0,0,0,0,0,0,0,0
DH_8878,0,0,0,0,0,0,0,0
DH_8879,0,0,0,0,0,0,0,0
DH_8880,0,0,0,0,0,0,0,0
DH_8881,0,0,0,0,0,0,0,0
DH_8882,0,0,0,0,0,0,0,0
DH_8883,0,0,0,0,0,0,0,0
DH_8884,0,0,0,0,0,0,0,0
DH_8885,0,0,0,0,0,0,0,0
DH_8886,0,0,0,0,0,0,0,0
DH_8887,0,0,0,0,0,0,0,0
DH_8888,0,0,0,0,0,0,0,0
DH_8889,0,0,0,0,0,0,0,0
DH_8890,0,0,0,0,0,0,0,0
DH_8891,0,0,0,0,0,0,0,0
DH_8892,0,0,0,0,0,0,0,0
DH_8893,0,0,0,0,0,0,0,0
DH_8894,0,0,0,0,0,0,0,0
DH_8895,0,0,0,0,0,0,0,0
DH_8896,0,0,0,0,0,0,0,0
DH_8897,0,0,0,0,0,0,0,0
DH_8898,0,0,0,0,0,0,0,0
DH_8899,0,0,0,0,0,0,0,0
DH_8900,0,0,0,0,0,0,0,0
DH_8901,0,0,0,0,0,0,0,0
DH_8902,0,0,0,0,0,0,0,0
DH_8903,0,0,0,0,0,0,0,0
DH_8904,0,0,0,0,0,0,0,0
DH_8905,0,0,0,0,0,0,0,0
DH_8906,0,0,0,0,0,0,0,0
DH_8907,0,0,0,0,0,0,0,0
DH_8908,0,0,0,0,0,0,0,0
DH_8909,0,0,0,0,0,0,0,0
DH_8910,0,0,0,0,0,0,0,0
DH_8911,0,0,0,0,0,0,0,0
DH_8912,0,0,0,0,0,0,0,0
DH_8913,0,0,0,0,0,0,0,0
DH_8914,0,0,0,0,0,0,0,0
DH_8915,0,0,0,0,0,0,0,0
DH_8916,0,0,0,0,0,0,0,0
DH_8917,0,0,0,0,0,0,0,0
DH_8918,0,0,0,0,0,0,0,0
DH_8919,0,0,0,0,0,0,0,0
DH_8920,0,0,0,0,0,0,0,0
DH_8921,0,0,0,0,0,0,0,0
DH_8922,0,0,0,0,0,0,0,0
DH_8923,0,0,0,0,0,0,0,0
DH_8924,0,0,0,0,0,0,0,0
DH_8925,0,0,0,0,0,0,0,0
DH_8926,0,0,0,0,0,0,0,0
DH_8927,0,0,0,0,0,0,0,0
DH_8928,0,0,0,0,0,0,0,0
DH_8929,0,0,0,0,0,0,0,0
DH_8930,0,0,0,0,0,0,0,0
DH_8931,0,0,0,0,0,0,0,0
DH_8932,0,0,0,0,0,0,0,0
DH_8933,0,0,0,0,0,0,0,0
DH_8934,0,0,0,0,0,0,0,0
DH_8935,0,0,0,0,0,0,0,0
DH_8936,0,0,0,0,0,0,0,0
DH_8937,0,0,0,0,0,0,0,0
DH_8938,0,0,0,0,0,0,0,0
DH_8939,0,0,0,0,0,0,0,0
DH_8940,0,0,0,0,0,0,0,0
DH_8941,0,0,0,0,0,0,0,0
DH_8942,0,0,0,0,0,0,0,0
DH_8943,0,0,0,0,0,0,0,0
DH_8944,0,0,0,0,0,0,0,0
DH_8945,0,0,0,0,0,0,0,0
DH_8946,0,0,0,0,0,0,0,0
DH_8947,0,0,0,0,0,0,0,0
DH_8948,0,0,0,0,0,0,0,0
DH_8949,0,0,0,0,0,0,0,0
DH_8950,0,0,0,0,0,0,0,0
DH_8951,0,0,0,0,0,0,0,0
DH_8952,0,0,0,0,0,0,0,0
DH_8953,0,0,0,0,0,0,0,0
DH_8954,0,0,0,0,0,0,0,0
DH_8955,0,0,0,0,0,0,0,0
DH_8956,0,0,0,0,0,0,0,0
DH_8957,0,0,0,0,0,0,0,0
DH_8958,0,0,0,0,0,0,0,0
DH_8959,0,0,0,0,0,0,0,0
DH_8960,0,0,0,0,0,0,0,0
DH_8961,0,0,0,0,0,0,0,0
DH_8962,0,0,0,0,0,0,0,0
DH_8963,0,0,0,0,0,0,0,0
DH_8964,0,0,0,0,0,0,0,0
DH_8965,0,0,0,0,0,0,0,0
DH_8966,0,0,0,0,0,0,0,0
DH_8967,0,0,0,0,0,0,0,0
DH_8968,0,0,0,0,0,0,0,0
DH_8969,0,0,0,0,0,0,0,0
DH_8970,0,0,0,0,0,0,0,0
DH_8971,0,0,0,0,0,0,0,0
DH_8972,0,0,0,0,0,0,0,0
DH_8973,0,0,0,0,0,0,0,0
DH_8974,0,0,0,0,0,0,0,0
DH_8975,0,0,0,0,0,0,0,0
DH_8976,0,0,0,0,0,0,0,0
DH_8977,0,0,0,0,0,0,0,0
DH_8978,0,0,0,0,0,0,0,0
DH_8979,0,0,0,0,0,0,0,0
DH_8980,0,0,0,0,0,0,0,0
DH_8981,0,0,0,0,0,0,0,0
DH_8982,0,0,0,0,0,0,0,0
DH_8983,0,0,0,0,0,0,0,0
DH_8984,0,0,0,0,0,0,0,0
DH_8985,0,0,0,0,0,0,0,0
DH_8986,0,0,0,0,0,0,0,0
DH_8987,0,0,0,0,0,0,0,0
DH_8988,0,0,0,0,0,0,0,0
DH_8989,0,0,0,0,0,0,0,0
DH_8990,0,0,0,0,0,0,0,0
DH_8991,0,0,0,0,0,0,0,0
DH_8992,0,0,0,0,0,0,0,0
DH_8993,0,0,0,0,0,0,0,0
DH_8994,0,0,0,0,0,0,0,0
DH_8995,0,0,0,0,0,0,0,0
DH_8996,0,0,0,0,0,0,0,0
DH_8997,0,0,0,0,0,0,0,0
DH_8998,0,0,0,0,0,0,0,0
DH_8999,0,0,0,0,0,0,0,0
DH_9000,0,0,0,0,0,0,0,0
DH_9001,0,0,0,0,0,0,0,0
DH_9002,0,0,0,0,0,0,0,0
DH_9003,0,0,0,0,0,0,0,0
DH_9004,0,0,0,0,0,0,0,0
DH_9005,0,0,0,0,0,0,0,0
DH_9006,0,0,0,0,0,0,0,0
DH_9007,0,0,0,0,0,0,0,0
DH_9008,0,0,0,0,0,0,0,0
DH_9009,0,0,0,0,0,0,0,0
DH_9010,0,0,0,0,0,0,0,0
DH_9011,0,0,0,0,0,0,0,0
DH_9012,0,0,0,0,0,0,0,0
DH_9013,0,0,0,0,0,0,0,0
DH_9014,0,0,0,0,0,0,0,0
DH_9015,0,0,0,0,0,0,0,0
DH_9016,0,0,0,0,0,0,0,0
DH_9017,0,0,0,0,0,0,0,0
DH_9018,0,0,0,0,0,0,0,0
DH_9019,0,0,0,0,0,0,0,0
DH_9020,0,0,0,0,0,0,0,0
DH_9021,0,0,0,0,0,0,0,0
DH_9022,0,0,0,0,0,0,0,0
DH_9023,0,0,0,0,0,0,0,0
DH_9024,0,0,0,0,0,0,0,0
DH_9025,0,0,0,0,0,0,0,0
DH_9026,0,0,0,0,0,0,0,0
DH_9027,0,0,0,0,0,0,0,0
DH_9028,0,0,0,0,0,0,0,0
DH_9029,0,0,0,0,0,0,0,0
DH_9030,0,0,0,0,0,0,0,0
DH_9031,0,0,0,0,0,0,0,0
DH_9032,0,0,0,0,0,0,0,0
DH_9033,0,0,0,0,0,0,0,0
DH_9034,0,0,0,0,0,0,0,0
DH_9035,0,0,0,0,0,0,0,0
DH_9036,0,0,0,0,0,0,0,0
DH_9037,0,0,0,0,0,0,0,0
DH_9038,0,0,0,0,0,0,0,0
DH_9039,0,0,0,0,0,0,0,0
DH_9040,0,0,0,0,0,0,0,0
DH_9041,0,0,0,0,0,0,0,0
DH_9042,0,0,0,0,0,0,0,0
DH_9043,0,0,0,0,0,0,0,0
DH_9044,0,0,0,0,0,0,0,0
DH_9045,0,0,0,0,0,0,0,0
DH_9046,0,0,0,0,0,0,0,0
DH_9047,0,0,0,0,0,0,0,0
DH_9048,0,0,0,0,0,0,0,0
DH_9049,0,0,0,0,0,0,0,0
DH_9050,0,0,0,0,0,0,0,0
DH_9051,0,0,0,0,0,0,0,0
DH_9052,0,0,0,0,0,0,0,0
DH_9053,0,0,0,0,0,0,0,0
DH_9054,0,0,0,0,0,0,0,0
DH_9055,0,0,0,0,0,0,0,0
DH_9056,0,0,0,0,0,0,0,0
DH_9057,0,0,0,0,0,0,0,0
DH_9058,0,0,0,0,0,0,0,0
DH_9059,0,0,0,0,0,0,0,0
DH_9060,0,0,0,0,0,0,0,0
DH_9061,0,0,0,0,0,0,0,0
DH_9062,0,0,0,0,0,0,0,0
DH_9063,0,0,0,0,0,0,0,0
DH_9064,0,0,0,0,0,0,0,0
DH_9065,0,0,0,0,0,0,0,0
DH_9066,0,0,0,0,0,0,0,0
DH_9067,0,0,0,0,0,0,0,0
DH_9068,0,0,0,0,0,0,0,0
DH_9069,0,0,0,0,0,0,0,0
DH_9070,0,0,0,0,0,0,0,0
DH_9071,0,0,0,0,0,0,0,0
DH_9072,0,0,0,0,0,0,0,0
DH_9073,0,0,0,0,0,0,0,0
DH_9074,0,0,0,0,0,0,0,0
DH_9075,0,0,0,0,0,0,0,0
DH_9076,0,0,0,0,0,0,0,0
DH_9077,0,0,0,0,0,0,0,0
DH_9078,0,0,0,0,0,0,0,0
DH_9079,0,0,0,0,0,0,0,0
DH_9080,0,0,0,0,0,0,0,0
DH_9081,0,0,0,0,0,0,0,0
DH_9082,0,0,0,0,0,0,0,0
DH_9083,0,0,0,0,0,0,0,0
DH_9084,0,0,0,0,0,0,0,0
DH_9085,0,0,0,0,0,0,0,0
DH_9086,0,0,0,0,0,0,0,0
DH_9087,0,0,0,0,0,0,0,0
DH_9088,0,0,0,0,0,0,0,0
DH_9089,0,0,0,0,0,0,0,0
DH_9090,0,0,0,0,0,0,0,0
DH_9091,0,0,0,0,0,0,0,0
DH_9092,0,0,0,0,0,0,0,0
DH_9093,0,0,0,0,0,0,0,0
DH_9094,0,0,0,0,0,0,0,0
DH_9095,0,0,0,0,0,0,0,0
DH_9096,0,0,0,0,0,0,0,0
DH_9097,0,0,0,0,0,0,0,0
DH_9098,0,0,0,0,0,0,0,0
DH_9099,0,0,0,0,0,0,0,0
DH_9100,0,0,0,0,0,0,0,0
DH_9101,0,0,0,0,0,0,0,0
DH_9102,0,0,0,0,0,0,0,0
DH_9103,0,0,0,0,0,0,0,0
DH_9104,0,0,0,0,0,0,0,0
DH_9105,0,0,0,0,0,0,0,0
DH_9106,0,0,0,0,0,0,0,0
DH_9107,0,0,0,0,0,0,0,0
DH_9108,0,0,0,0,0,0,0,0
DH_9109,0,0,0,0,0,0,0,0
DH_9110,0,0,0,0,0,0,0,0
DH_9111,0,0,0,0,0,0,0,0
DH_9112,0,0,0,0,0,0,0,0
DH_9113,0,0,0,0,0,0,0,0
DH_9114,0,0,0,0,0,0,0,0
DH_9115,0,0,0,0,0,0,0,0
DH_9116,0,0,0,0,0,0,0,0
DH_9117,0,0,0,0,0,0,0,0
DH_9118,0,0,0,0,0,0,0,0
DH_9119,0,0,0,0,0,0,0,0
DH_9120,0,0,0,0,0,0,0,0
DH_9121,0,0,0,0,0,0,0,0
DH_9122,0,0,0,0,0,0,0,0
DH_9123,0,0,0,0,0,0,0,0
DH_9124,0,0,0,0,0,0,0,0
DH_9125,0,0,0,0,0,0,0,0
DH_9126,0,0,0,0,0,0,0,0
DH_9127,0,0,0,0,0,0,0,0
DH_9128,0,0,0,0,0,0,0,0
DH_9129,0,0,0,0,0,0,0,0
DH_9130,0,0,0,0,0,0,0,0
DH_9131,0,0,0,0,0,0,0,0
DH_9132,0,0,0,0,0,0,0,0
DH_9133,0,0,0,0,0,0,0,0
DH_9134,0,0,0,0,0,0,0,0
DH_9135,0,0,0,0,0,0,0,0
DH_9136,0,0,0,0,0,0,0,0
DH_9137,0,0,0,0,0,0,0,0
DH_9138,0,0,0,0,3,0,0,0
DH_9139,0,0,0,0,0,0,0,0
DH_9140,0,0,0,0,0,0,0,0
DH_9141,0,0,0,0,0,0,0,0
DH_9142,0,0,0,0,0,0,0,0
DH_9143,0,0,0,0,0,0,0,0
DH_9144,0,0,0,0,0,0,0,0
DH_9145,0,0,0,0,0,0,0,0
DH_9146,0,0,0,0,0,0,0,0
DH_9147,0,0,0,0,0,0,0,0
DH_9148,0,0,0,0,0,0,0,0
DH_9149,0,0,0,0,0,0,0,0
DH_9150,0,0,0,0,0,0,0,0
DH_9151,0,0,0,0,0,0,0,0
DH_9152,0,0,0,0,0,0,0,0
DH_9153,0,0,0,0,0,0,0,0
DH_9154,0,0,0,0,0,0,0,0
DH_9155,0,0,0,0,0,0,0,0
DH_9156,0,0,0,0,0,0,0,0
DH_9157,0,0,0,0,0,0,0,0
DH_9158,0,0,0,0,0,0,0,0
DH_9159,0,0,0,0,0,0,0,0
DH_9160,0,0,0,0,0,0,0,0
DH_9161,0,0,0,0,0,0,0,0
DH_9162,0,0,0,0,0,0,0,0
