Seq,DH137,DH138,DH139,DH140,DH141,DH142,DH143,DH144
DH_27666,0,0,0,0,0,0,0,0
DH_27667,0,0,0,0,0,0,0,0
DH_27668,0,0,0,0,0,0,0,0
DH_27669,0,0,0,0,0,0,0,0
DH_27670,0,0,0,0,0,0,0,0
DH_27671,0,0,0,0,0,0,0,0
DH_27672,0,0,0,0,0,0,0,0
DH_27673,0,0,0,0,0,0,0,0
DH_27674,0,0,0,0,0,0,0,0
DH_27675,0,0,0,0,0,0,0,0
DH_27676,0,0,0,0,0,0,0,0
DH_27677,0,0,0,0,0,0,0,0
DH_27678,0,0,0,0,0,0,0,0
DH_27679,0,0,0,0,0,0,0,0
DH_27680,0,0,0,0,0,0,0,0
DH_27681,0,0,0,0,0,0,0,0
DH_27682,0,0,0,0,0,0,0,0
DH_27683,0,0,0,0,0,0,0,0
DH_27684,0,0,0,0,0,0,0,0
DH_27685,0,0,0,0,0,0,0,0
DH_27686,0,0,0,0,0,0,0,0
DH_27687,0,0,0,0,0,0,0,0
DH_27688,0,0,0,0,0,0,0,0
DH_27689,0,0,0,0,0,0,0,0
DH_27690,0,0,0,0,0,0,0,0
DH_27691,0,0,0,0,0,0,0,0
DH_27692,0,0,0,0,0,0,0,0
DH_27693,0,0,0,0,0,0,0,0
DH_27694,0,0,0,0,0,0,0,0
DH_27695,0,0,0,0,0,0,0,0
DH_27696,0,0,0,0,0,0,0,0
DH_27697,0,0,0,0,0,0,0,0
DH_27698,0,0,0,0,0,0,0,0
DH_27699,0,0,0,0,0,0,0,0
DH_27700,0,0,0,0,0,0,0,0
DH_27701,0,0,0,0,0,0,0,0
DH_27702,0,0,0,0,0,0,0,0
DH_27703,0,0,0,0,0,0,0,0
DH_27704,0,0,0,0,0,0,0,0
DH_27705,0,0,0,0,0,0,0,0
DH_27706,0,0,0,0,0,0,0,0
DH_27707,0,0,0,0,0,0,0,0
DH_27708,0,0,0,0,0,0,0,0
DH_27709,0,0,0,0,0,0,0,0
DH_27710,0,0,0,0,0,0,0,0
DH_27711,0,0,0,0,0,0,0,0
DH_27712,0,0,0,0,0,0,0,0
DH_27713,0,0,0,0,0,0,0,0
DH_27714,0,0,0,0,0,0,0,0
DH_27715,0,0,0,0,0,0,0,0
DH_27716,0,0,0,0,0,0,0,0
DH_27717,0,0,0,0,0,0,0,0
DH_27718,0,0,0,0,0,0,0,0
DH_27719,0,0,0,0,0,0,0,0
DH_27720,0,0,0,0,0,0,0,0
DH_27721,0,0,0,0,0,0,0,0
DH_27722,0,0,0,0,0,0,0,0
DH_27723,0,0,0,0,0,0,0,0
DH_27724,0,0,0,0,0,0,0,0
DH_27725,0,0,0,0,0,0,0,0
DH_27726,0,0,0,0,0,0,0,0
DH_27727,0,0,0,0,0,0,0,0
DH_27728,0,0,0,0,0,0,0,0
DH_27729,0,0,0,0,0,0,0,0
DH_27730,0,0,0,0,0,0,0,0
DH_27731,0,0,0,0,0,0,0,0
DH_27732,0,0,0,0,0,0,0,0
DH_27733,0,0,0,0,0,0,0,0
DH_27734,0,0,0,0,0,0,0,0
DH_27735,0,0,0,0,0,0,0,0
DH_27736,0,0,0,0,0,0,0,0
DH_27737,0,0,0,0,0,0,0,0
DH_27738,0,0,0,0,0,0,0,0
DH_27739,0,0,0,0,0,0,0,0
DH_27740,0,0,0,0,0,0,0,0
DH_27741,0,0,0,0,0,0,0,0
DH_27742,0,0,0,0,0,0,0,0
DH_27743,0,0,0,0,0,0,0,0
DH_27744,0,0,0,0,0,0,0,0
DH_27745,0,0,0,0,0,0,0,0
DH_27746,0,0,0,0,0,0,0,0
DH_27747,0,0,0,0,0,0,0,0
DH_27748,0,0,0,0,0,0,0,0
DH_27749,0,0,0,0,0,0,0,0
DH_27750,0,0,0,0,0,0,0,0
DH_27751,0,0,0,0,0,0,0,0
DH_27752,0,0,0,0,0,0,0,0
DH_27753,0,0,0,0,0,0,0,0
DH_27754,0,0,0,0,0,0,0,0
DH_27755,0,0,0,0,0,0,0,0
DH_27756,0,0,0,0,0,0,0,0
DH_27757,0,0,0,0,0,0,0,0
DH_27758,0,0,0,0,0,0,0,0
DH_27759,0,0,0,0,0,0,0,0
DH_27760,0,0,0,0,0,0,0,0
DH_27761,0,0,0,0,0,0,0,0
DH_27762,0,0,0,0,0,0,0,0
DH_27763,0,0,0,0,0,0,0,0
DH_27764,0,0,0,0,0,0,0,0
DH_27765,0,0,0,0,0,0,0,0
DH_27766,0,0,0,0,0,0,0,0
DH_27767,0,0,0,0,0,0,0,0
DH_27768,0,0,0,0,0,0,0,0
DH_27769,0,0,0,0,0,0,0,0
DH_27770,0,0,0,0,0,0,0,0
DH_27771,0,0,0,0,0,0,0,0
DH_27772,0,0,0,0,0,0,0,0
DH_27773,0,0,0,0,0,0,0,0
DH_27774,0,0,0,0,0,0,0,0
DH_27775,0,0,0,0,0,0,0,0
DH_27776,0,0,0,0,0,0,0,0
DH_27777,0,0,0,0,0,0,0,0
DH_27778,0,0,0,0,0,0,0,0
DH_27779,0,0,0,0,0,0,0,0
DH_27780,0,0,0,0,0,0,0,0
DH_27781,0,0,0,0,0,0,0,0
DH_27782,0,0,0,0,0,0,0,0
DH_27783,0,0,0,0,0,0,0,0
DH_27784,0,0,0,0,0,0,0,0
DH_27785,0,0,0,0,0,0,0,0
DH_27786,0,0,0,0,0,0,0,0
DH_27787,0,0,0,0,0,0,0,0
DH_27788,0,0,0,0,0,0,0,0
DH_27789,0,0,0,0,0,0,0,0
DH_27790,0,0,0,0,0,0,0,0
DH_27791,0,0,0,0,0,0,0,0
DH_27792,0,0,0,0,0,0,0,0
DH_27793,0,0,0,0,0,0,0,0
DH_27794,0,0,0,0,0,0,0,0
DH_27795,0,0,0,0,0,0,0,0
DH_27796,0,0,0,0,0,0,0,0
DH_27797,0,0,0,0,0,0,0,0
DH_27798,0,0,0,0,0,0,0,0
DH_27799,0,0,0,0,0,0,0,0
DH_27800,0,0,0,0,0,0,0,0
DH_27801,0,0,0,0,0,0,0,0
DH_27802,0,0,0,0,0,0,0,0
DH_27803,0,0,0,0,0,0,0,0
DH_27804,0,0,0,0,0,0,0,0
DH_27805,0,0,0,0,0,0,0,0
DH_27806,0,0,0,0,0,0,0,0
DH_27807,0,0,0,0,0,0,0,0
DH_27808,0,0,0,0,0,0,0,0
DH_27809,0,0,0,0,0,0,0,0
DH_27810,0,0,0,0,0,0,0,0
DH_27811,0,0,0,0,0,0,0,0
DH_27812,0,0,0,0,0,0,0,0
DH_27813,0,0,0,0,0,0,0,0
DH_27814,0,0,0,0,0,0,0,0
DH_27815,0,0,0,0,0,0,0,0
DH_27816,0,0,0,0,0,0,0,0
DH_27817,0,0,0,0,0,0,0,0
DH_27818,0,0,0,0,0,0,0,0
DH_27819,0,0,0,0,0,0,0,0
DH_27820,0,0,0,0,0,0,0,0
DH_27821,0,0,0,0,0,0,0,0
DH_27822,0,0,0,0,0,0,0,0
DH_27823,0,0,0,0,0,0,0,0
DH_27824,0,0,0,0,0,0,0,0
DH_27825,0,0,0,0,0,0,0,0
DH_27826,0,0,0,0,0,0,0,0
DH_27827,0,0,0,0,0,0,0,0
DH_27828,0,0,0,0,0,0,0,0
DH_27829,0,0,0,0,0,0,0,0
DH_27830,0,0,0,0,0,0,0,0
DH_27831,0,0,0,0,0,0,0,0
DH_27832,0,0,0,0,0,0,0,0
DH_27833,0,0,0,0,0,0,0,0
DH_27834,0,0,0,0,0,0,0,0
DH_27835,0,0,0,0,0,0,0,0
DH_27836,0,0,0,0,0,0,0,0
DH_27837,0,0,0,0,0,0,0,0
DH_27838,0,0,0,0,0,0,0,0
DH_27839,0,0,0,0,0,0,0,0
DH_27840,0,0,0,0,0,0,0,0
DH_27841,0,0,0,0,0,0,0,0
DH_27842,0,0,0,0,0,0,0,0
DH_27843,0,0,0,0,0,0,0,0
DH_27844,0,0,0,0,0,0,0,0
DH_27845,0,0,0,0,0,0,0,0
DH_27846,0,0,0,0,0,0,0,0
DH_27847,0,0,0,0,0,0,0,0
DH_27848,0,0,0,0,0,0,0,0
DH_27849,0,0,0,0,0,0,0,0
DH_27850,0,0,0,0,0,0,0,0
DH_27851,0,0,0,0,0,0,0,0
DH_27852,0,0,0,0,0,0,0,0
DH_27853,0,0,0,0,0,0,0,0
DH_27854,0,0,0,0,0,0,0,0
DH_27855,0,0,0,0,0,0,0,0
DH_27856,0,0,0,0,0,0,0,0
DH_27857,0,0,0,0,0,0,0,0
DH_27858,0,0,0,0,0,0,0,0
DH_27859,0,0,0,0,0,0,0,0
DH_27860,0,0,0,0,0,0,0,0
DH_27861,0,0,0,0,0,0,0,0
DH_27862,0,0,0,0,0,0,0,0
DH_27863,0,0,0,0,0,0,0,0
DH_27864,0,0,0,0,0,0,0,0
DH_27865,0,0,0,0,0,0,0,0
DH_27866,0,0,0,0,0,0,0,0
DH_27867,0,0,0,0,0,0,0,0
DH_27868,0,0,0,0,0,0,0,0
DH_27869,0,0,0,0,0,0,0,0
DH_27870,0,0,0,0,0,0,0,0
DH_27871,0,0,0,0,0,0,0,0
DH_27872,0,0,0,0,0,0,0,0
DH_27873,0,0,0,0,0,0,0,0
DH_27874,0,0,0,0,0,0,0,0
DH_27875,0,0,0,0,0,0,0,0
DH_27876,0,0,0,0,0,0,0,0
DH_27877,0,0,0,0,0,0,0,0
DH_27878,0,0,0,0,0,0,0,0
DH_27879,0,0,0,0,0,0,0,0
DH_27880,0,0,0,0,0,0,0,0
DH_27881,0,0,0,0,0,0,0,0
DH_27882,0,0,0,0,0,0,0,0
DH_27883,0,0,0,0,0,0,0,0
DH_27884,0,0,0,0,0,0,0,0
DH_27885,0,0,0,0,0,0,0,0
DH_27886,0,0,0,0,0,0,0,0
DH_27887,0,0,0,0,0,0,0,0
DH_27888,0,0,0,0,0,0,0,0
DH_27889,0,0,0,0,0,0,0,0
DH_27890,0,0,0,0,0,0,0,0
DH_27891,0,0,0,0,0,0,0,0
DH_27892,0,0,0,0,0,0,0,0
DH_27893,0,0,0,0,0,0,0,0
DH_27894,0,0,0,0,0,0,0,0
DH_27895,0,0,0,0,0,0,0,0
DH_27896,0,0,0,0,0,0,0,0
DH_27897,0,0,0,0,0,0,0,0
DH_27898,0,0,0,0,0,0,0,0
DH_27899,0,0,0,0,0,0,0,0
DH_27900,0,0,0,0,0,0,0,0
DH_27901,0,0,0,0,0,0,0,0
DH_27902,0,0,0,0,0,0,0,0
DH_27903,0,0,0,0,0,0,0,0
DH_27904,0,0,0,0,0,0,0,0
DH_27905,0,0,0,0,0,0,0,0
DH_27906,0,0,0,0,0,0,0,0
DH_27907,0,0,0,0,0,0,0,0
DH_27908,0,0,0,0,0,0,0,0
DH_27909,0,0,0,0,0,0,0,0
DH_27910,0,0,0,0,0,0,0,0
DH_27911,0,0,0,0,0,0,0,0
DH_27912,0,0,0,0,0,0,0,0
DH_27913,0,0,0,0,0,0,0,0
DH_27914,0,0,0,0,0,0,0,0
DH_27915,0,0,0,0,0,0,0,0
DH_27916,0,0,0,0,0,0,0,0
DH_27917,0,0,0,0,0,0,0,0
DH_27918,0,0,0,0,0,0,0,0
DH_27919,0,0,0,0,0,0,0,0
DH_27920,0,0,0,0,0,0,0,0
DH_27921,0,0,0,0,0,0,0,0
DH_27922,0,0,0,0,0,0,0,0
DH_27923,0,0,0,0,0,0,0,0
DH_27924,0,0,0,0,0,0,0,0
DH_27925,0,0,0,0,0,0,0,0
DH_27926,0,0,0,0,0,0,0,0
DH_27927,0,0,0,0,0,0,0,0
DH_27928,0,0,0,0,0,0,0,0
DH_27929,0,0,0,0,0,0,0,0
DH_27930,0,0,0,0,0,0,0,0
DH_27931,0,0,0,0,0,0,0,0
DH_27932,0,0,0,0,0,0,0,0
DH_27933,0,0,0,0,0,0,0,0
DH_27934,0,0,0,0,0,0,0,0
DH_27935,0,0,0,0,0,0,0,0
DH_27936,0,0,0,0,0,0,0,0
DH_27937,0,0,0,0,0,0,0,0
DH_27938,0,0,0,0,0,0,0,0
DH_27939,0,0,0,0,0,0,0,0
DH_27940,0,0,0,0,0,0,0,0
DH_27941,0,0,0,0,0,0,0,0
DH_27942,0,0,0,0,0,0,0,0
DH_27943,0,0,0,0,0,0,0,0
DH_27944,0,0,0,0,0,0,0,0
DH_27945,0,0,0,0,0,0,0,0
DH_27946,0,0,0,0,0,0,0,0
DH_27947,0,0,0,0,0,0,0,0
DH_27948,0,0,0,0,0,0,0,0
DH_27949,0,0,0,0,0,0,0,0
DH_27950,0,0,0,0,0,0,0,0
DH_27951,0,0,0,0,0,0,0,0
DH_27952,0,0,0,0,0,0,0,0
DH_27953,0,0,0,0,0,0,0,0
DH_27954,0,0,0,0,0,0,0,0
DH_27955,0,0,0,0,0,0,0,0
DH_27956,0,0,0,0,0,0,0,0
DH_27957,0,0,0,0,0,0,0,0
DH_27958,0,0,0,0,0,0,0,0
DH_27959,0,0,0,0,0,0,0,0
DH_27960,0,0,0,0,0,0,0,0
DH_27961,0,0,0,0,0,0,0,0
DH_27962,0,0,0,0,0,0,0,0
DH_27963,0,0,0,0,0,0,0,0
DH_27964,0,0,0,0,0,0,0,0
DH_27965,0,0,0,0,0,0,0,0
DH_27966,0,0,0,0,0,0,0,0
DH_27967,0,0,0,0,0,0,0,0
DH_27968,0,0,0,0,0,0,0,0
DH_27969,0,0,0,0,0,0,0,0
DH_27970,0,0,0,0,0,0,0,0
DH_27971,0,0,0,0,0,0,0,0
DH_27972,0,0,0,0,0,0,0,0
DH_27973,0,0,0,0,0,0,0,0
DH_27974,0,0,0,0,0,0,0,0
DH_27975,0,0,0,0,0,0,0,0
DH_27976,0,0,0,0,0,0,0,0
DH_27977,0,0,0,0,0,0,0,0
DH_27978,0,0,0,0,0,0,0,0
DH_27979,0,0,0,0,0,0,0,0
DH_27980,0,0,0,0,0,0,0,0
DH_27981,0,0,0,0,0,0,0,0
DH_27982,0,0,0,0,0,0,0,0
DH_27983,0,0,0,0,0,0,0,0
DH_27984,0,0,0,0,0,0,0,0
DH_27985,0,0,0,0,0,0,0,0
DH_27986,0,0,0,0,0,0,0,0
DH_27987,0,0,0,0,0,0,0,0
DH_27988,0,0,0,0,0,0,0,0
DH_27989,0,0,0,0,0,0,0,0
DH_27990,0,0,0,0,0,0,0,0
DH_27991,0,0,0,0,0,0,0,0
DH_27992,0,0,0,0,0,0,0,0
DH_27993,0,0,0,0,0,0,0,0
DH_27994,0,0,0,0,0,0,0,0
DH_27995,0,0,0,0,0,0,0,0
DH_27996,0,0,0,0,0,0,0,0
DH_27997,0,0,0,0,0,0,0,0
DH_27998,0,0,0,0,0,0,0,0
DH_27999,0,0,0,0,0,0,0,0
DH_28000,0,0,0,0,0,0,0,0
DH_28001,0,0,0,0,0,0,0,0
DH_28002,0,0,0,0,0,0,0,0
DH_28003,0,0,0,0,0,0,0,0
DH_28004,0,0,0,0,0,0,0,0
DH_28005,0,0,0,0,0,0,0,0
DH_28006,0,0,0,0,0,0,0,0
DH_28007,0,0,0,0,0,0,0,0
DH_28008,0,0,0,0,0,0,0,0
DH_28009,0,0,0,0,0,0,0,0
DH_28010,0,0,0,0,0,0,0,0
DH_28011,0,0,0,0,0,0,0,0
DH_28012,0,0,0,0,0,0,0,0
DH_28013,0,0,0,0,0,0,0,0
DH_28014,0,0,0,0,0,0,0,0
DH_28015,0,0,0,0,0,0,0,0
DH_28016,0,0,0,0,0,0,0,0
DH_28017,0,0,0,0,0,0,0,0
DH_28018,0,0,0,0,0,0,0,0
DH_28019,0,0,0,0,0,0,0,0
DH_28020,0,0,0,0,0,0,0,0
DH_28021,0,0,0,0,0,0,0,0
DH_28022,0,0,0,0,0,0,0,0
DH_28023,0,0,0,0,0,0,0,0
DH_28024,0,0,0,0,0,0,0,0
DH_28025,0,0,0,0,0,0,0,0
DH_28026,0,0,0,0,0,0,0,0
DH_28027,0,0,0,0,0,0,0,0
DH_28028,0,0,0,0,0,0,0,0
DH_28029,0,0,0,0,0,0,0,0
DH_28030,0,0,0,0,0,0,0,0
DH_28031,0,0,0,0,0,0,0,0
DH_28032,0,0,0,0,0,0,0,0
DH_28033,0,0,0,0,0,0,0,0
DH_28034,0,0,0,0,0,0,0,0
DH_28035,0,0,0,0,0,0,0,0
DH_28036,0,0,0,0,0,0,0,0
DH_28037,0,0,0,0,0,0,0,0
DH_28038,0,0,0,0,0,0,0,0
DH_28039,0,0,0,0,0,0,0,0
DH_28040,0,0,0,0,0,0,0,0
DH_28041,0,0,0,0,0,0,0,0
DH_28042,0,0,0,0,0,0,0,0
DH_28043,0,0,0,0,0,0,0,0
DH_28044,0,0,0,0,0,0,0,0
DH_28045,0,0,0,0,0,0,0,0
DH_28046,0,0,0,0,0,0,0,0
DH_28047,0,0,0,0,0,0,0,0
DH_28048,0,0,0,0,0,0,0,0
DH_28049,0,0,0,0,0,0,0,0
DH_28050,0,0,0,0,0,0,0,0
DH_28051,0,0,0,0,0,0,0,0
DH_28052,0,0,0,0,0,0,0,0
DH_28053,0,0,0,0,0,0,0,0
DH_28054,0,0,0,0,0,0,0,0
DH_28055,0,0,0,0,0,0,0,0
DH_28056,0,0,0,0,0,0,0,0
DH_28057,0,0,0,0,0,0,0,0
DH_28058,0,0,0,0,0,0,0,0
DH_28059,0,0,0,0,0,0,0,0
DH_28060,0,0,0,0,0,0,0,0
DH_28061,0,0,0,0,0,0,0,0
DH_28062,0,0,0,0,0,0,0,0
DH_28063,0,0,0,0,0,0,0,0
DH_28064,0,0,0,0,0,0,0,0
DH_28065,0,0,0,0,0,0,0,0
DH_28066,0,0,0,0,0,0,0,0
DH_28067,0,0,0,0,0,0,0,0
DH_28068,0,0,0,0,0,0,0,0
DH_28069,0,0,0,0,0,0,0,0
DH_28070,0,0,0,0,0,0,0,0
DH_28071,0,0,0,0,0,0,0,0
DH_28072,0,0,0,0,0,0,0,0
DH_28073,0,0,0,0,0,0,0,0
DH_28074,0,0,0,0,0,0,0,0
DH_28075,0,0,0,0,0,0,0,0
DH_28076,0,0,0,0,0,0,0,0
DH_28077,0,0,0,0,0,0,0,0
DH_28078,0,0,0,0,0,0,0,0
DH_28079,0,0,0,0,0,0,0,0
DH_28080,0,0,0,0,0,0,0,0
DH_28081,0,0,0,0,0,0,0,0
DH_28082,0,0,0,0,0,0,0,0
DH_28083,0,0,0,0,0,0,0,0
DH_28084,0,0,0,0,0,0,0,0
DH_28085,0,0,0,0,0,0,0,0
DH_28086,0,0,0,0,0,0,0,0
DH_28087,0,0,0,0,0,0,0,0
DH_28088,0,0,0,0,0,0,0,0
DH_28089,0,0,0,0,0,0,0,0
DH_28090,0,0,0,0,0,0,0,0
DH_28091,0,0,0,0,0,0,0,0
DH_28092,0,0,0,0,0,0,0,0
DH_28093,0,0,0,0,0,0,0,0
DH_28094,0,0,0,0,0,0,0,0
DH_28095,0,0,0,0,0,0,0,0
DH_28096,0,0,0,0,0,0,0,0
DH_28097,0,0,0,0,0,0,0,0
DH_28098,0,0,0,0,0,0,0,0
DH_28099,0,0,0,0,0,0,0,0
DH_28100,0,0,0,0,0,0,0,0
DH_28101,0,0,0,0,0,0,0,0
DH_28102,0,0,0,0,0,0,0,0
DH_28103,0,0,0,0,0,0,0,0
DH_28104,0,0,0,0,0,0,0,0
DH_28105,0,0,0,0,0,0,0,0
DH_28106,0,0,0,0,0,0,0,0
DH_28107,0,0,0,0,0,0,0,0
DH_28108,0,0,0,0,0,0,0,0
DH_28109,0,0,0,0,0,0,0,0
DH_28110,0,0,0,0,0,0,0,0
DH_28111,0,0,0,0,0,0,0,0
DH_28112,0,0,0,0,0,0,0,0
DH_28113,0,0,0,0,0,0,0,0
DH_28114,0,0,0,0,0,0,0,0
DH_28115,0,0,0,0,0,0,0,0
DH_28116,0,0,0,0,0,0,0,0
DH_28117,0,0,0,0,0,0,0,0
DH_28118,0,0,0,0,0,0,0,0
DH_28119,0,0,0,0,0,0,0,0
DH_28120,0,0,0,0,0,0,0,0
DH_28121,0,0,0,0,0,0,0,0
DH_28122,0,0,0,0,0,0,0,0
DH_28123,0,0,0,0,0,0,0,0
DH_28124,0,0,0,0,0,0,0,0
DH_28125,0,0,0,0,0,0,0,0
DH_28126,0,0,0,0,0,0,0,0
DH_28127,0,0,0,0,0,0,0,0
DH_28128,0,0,0,0,0,0,0,0
DH_28129,0,0,0,0,0,0,0,0
DH_28130,0,0,0,0,0,0,0,0
DH_28131,0,0,0,0,0,0,0,0
DH_28132,0,0,0,0,0,0,0,0
DH_28133,0,0,0,0,0,0,0,0
DH_28134,0,0,0,0,0,0,0,0
DH_28135,0,0,0,0,0,0,0,0
DH_28136,0,0,0,0,0,0,0,0
DH_28137,0,0,0,0,0,0,0,0
DH_28138,0,0,0,0,0,0,0,0
DH_28139,0,0,0,0,0,0,0,0
DH_28140,0,0,0,0,0,0,0,0
DH_28141,0,0,0,0,0,0,0,0
DH_28142,0,0,0,0,0,0,0,0
DH_28143,0,0,0,0,0,0,0,0
DH_28144,0,0,0,0,0,0,0,0
DH_28145,0,0,0,0,0,0,0,0
DH_28146,0,0,0,0,0,0,0,0
DH_28147,0,0,0,0,0,0,0,0
DH_28148,0,0,0,0,0,0,0,0
DH_28149,0,0,0,0,0,0,0,0
DH_28150,0,0,0,0,0,0,0,0
DH_28151,0,0,0,0,0,0,0,0
DH_28152,0,0,0,0,0,0,0,0
DH_28153,0,0,0,0,0,0,0,0
DH_28154,0,0,0,0,0,0,0,0
DH_28155,0,0,0,0,0,0,0,0
DH_28156,0,0,0,0,0,0,0,0
DH_28157,0,0,0,0,0,0,0,0
DH_28158,0,0,0,0,0,0,0,0
DH_28159,0,0,0,0,0,0,0,0
DH_28160,0,0,0,0,0,0,0,0
DH_28161,0,0,0,0,0,0,0,0
DH_28162,0,0,0,0,0,0,0,0
DH_28163,0,0,0,0,0,0,0,0
DH_28164,0,0,0,0,0,0,0,0
DH_28165,0,0,0,0,0,0,0,0
DH_28166,0,0,0,0,0,0,0,0
DH_28167,0,0,0,0,0,0,0,0
DH_28168,0,0,0,0,0,0,0,0
DH_28169,0,0,0,0,0,0,0,0
DH_28170,0,0,0,0,0,0,0,0
DH_28171,0,0,0,0,0,0,0,0
DH_28172,0,0,0,0,0,0,0,0
DH_28173,0,0,0,0,0,0,0,0
DH_28174,0,0,0,0,0,0,0,0
DH_28175,0,0,0,0,0,0,0,0
DH_28176,0,0,0,0,0,0,0,0
DH_28177,0,0,0,0,0,0,0,0
DH_28178,0,0,0,0,0,0,0,0
DH_28179,0,0,0,0,0,0,0,0
DH_28180,0,0,0,0,0,0,0,0
DH_28181,0,0,0,0,0,0,0,0
DH_28182,0,0,0,0,0,0,0,0
DH_28183,0,0,0,0,0,0,0,0
DH_28184,0,0,0,0,0,0,0,0
DH_28185,0,0,0,0,0,0,0,0
DH_28186,0,0,0,0,0,0,0,0
DH_28187,0,0,0,0,0,0,0,0
DH_28188,0,0,0,0,0,0,0,0
DH_28189,0,0,0,0,0,0,0,0
DH_28190,0,0,0,0,0,0,0,0
DH_28191,0,0,0,0,0,0,0,0
DH_28192,0,0,0,0,0,0,0,0
DH_28193,0,0,0,0,0,0,0,0
DH_28194,0,0,0,0,0,0,0,0
DH_28195,0,0,0,0,0,0,0,0
DH_28196,0,0,0,0,0,0,0,0
DH_28197,0,0,0,0,0,0,0,0
DH_28198,0,0,0,0,0,0,0,0
DH_28199,0,0,0,0,0,0,0,0
DH_28200,0,0,0,0,0,0,0,0
DH_28201,0,0,0,0,0,0,0,0
DH_28202,0,0,0,0,0,0,0,0
DH_28203,0,0,0,0,0,0,0,0
DH_28204,0,0,0,0,0,0,0,0
DH_28205,0,0,0,0,0,0,0,0
DH_28206,0,0,0,0,0,0,0,0
DH_28207,0,0,0,0,0,0,0,0
DH_28208,0,0,0,0,0,0,0,0
DH_28209,0,0,0,0,0,0,0,0
DH_28210,0,0,0,0,0,0,0,0
DH_28211,0,0,0,0,0,0,0,0
DH_28212,0,0,0,0,0,0,0,0
DH_28213,0,0,0,0,0,0,0,0
DH_28214,0,0,0,0,0,0,0,0
DH_28215,0,0,0,0,0,0,0,0
DH_28216,0,0,0,0,0,0,0,0
DH_28217,0,0,0,0,0,0,0,0
DH_28218,0,0,0,0,0,0,0,0
DH_28219,0,0,0,0,0,0,0,0
DH_28220,0,0,0,0,0,0,0,0
DH_28221,0,0,0,0,0,0,0,0
DH_28222,0,0,0,0,0,0,0,0
DH_28223,0,0,0,0,0,0,0,0
DH_28224,0,0,0,0,0,0,0,0
DH_28225,0,0,0,0,0,0,0,0
DH_28226,0,0,0,0,0,0,0,0
DH_28227,0,0,0,0,0,0,0,0
DH_28228,0,0,0,0,0,0,0,0
DH_28229,0,0,0,0,0,0,0,0
DH_28230,0,0,0,0,0,0,0,0
DH_28231,0,0,0,0,0,0,0,0
DH_28232,0,0,0,0,0,0,0,0
DH_28233,0,0,0,0,0,0,0,0
DH_28234,0,0,0,0,0,0,0,0
DH_28235,0,0,0,0,0,0,0,0
DH_28236,0,0,0,0,0,0,0,0
DH_28237,0,0,0,0,0,0,0,0
DH_28238,0,0,0,0,0,0,0,0
DH_28239,0,0,0,0,0,0,0,0
DH_28240,0,0,0,0,0,0,0,0
DH_28241,0,0,0,0,0,0,0,0
DH_28242,0,0,0,0,0,0,0,0
DH_28243,0,0,0,0,0,0,0,0
DH_28244,0,0,0,0,0,0,0,0
DH_28245,0,0,0,0,0,0,0,0
DH_28246,0,0,0,0,0,0,0,0
DH_28247,0,0,0,0,0,0,0,0
DH_28248,0,0,0,0,0,0,0,0
DH_28249,0,0,0,0,0,0,0,0
DH_28250,0,0,0,0,0,0,0,0
DH_28251,0,0,0,0,0,0,0,0
DH_28252,0,0,0,0,0,0,0,0
DH_28253,0,0,0,0,0,0,0,0
DH_28254,0,0,0,0,0,0,0,0
DH_28255,0,0,0,0,0,0,0,0
DH_28256,0,0,0,0,0,0,0,0
DH_28257,0,0,0,0,0,0,0,0
DH_28258,0,0,0,0,0,0,0,0
DH_28259,0,0,0,0,0,0,0,0
DH_28260,0,0,0,0,0,0,0,0
DH_28261,0,0,0,0,0,0,0,0
DH_28262,0,0,0,0,0,0,0,0
DH_28263,0,0,0,0,0,0,0,0
DH_28264,0,0,0,0,0,0,0,0
DH_28265,0,0,0,0,0,0,0,0
DH_28266,0,0,0,0,0,0,0,0
DH_28267,0,0,0,0,0,0,0,0
DH_28268,0,0,0,0,0,0,0,0
DH_28269,0,0,0,0,0,0,0,0
DH_28270,0,0,0,0,0,0,0,0
DH_28271,0,0,0,0,0,0,0,0
DH_28272,0,0,0,0,0,0,0,0
DH_28273,0,0,0,0,0,0,0,0
DH_28274,0,0,0,0,0,0,0,0
DH_28275,0,0,0,0,0,0,0,0
DH_28276,0,0,0,0,0,0,0,0
DH_28277,0,0,0,0,0,0,0,0
DH_28278,0,0,0,0,0,0,0,0
DH_28279,0,0,0,0,0,0,0,0
DH_28280,0,0,0,0,0,0,0,0
DH_28281,0,0,0,0,0,0,0,0
DH_28282,0,0,0,0,0,0,0,0
DH_28283,0,0,0,0,0,0,0,0
DH_28284,0,0,0,0,0,0,0,0
DH_28285,0,0,0,0,0,0,0,0
DH_28286,0,0,0,0,0,0,0,0
DH_28287,0,0,0,0,0,0,0,0
DH_28288,0,0,0,0,0,0,0,0
DH_28289,0,0,0,0,0,0,0,0
DH_28290,0,0,0,0,0,0,0,0
DH_28291,0,0,0,0,0,0,0,0
DH_28292,0,0,0,0,0,0,0,0
DH_28293,0,0,0,0,0,0,0,0
DH_28294,0,0,0,0,0,0,0,0
DH_28295,0,0,0,0,0,0,0,0
DH_28296,0,0,0,0,0,0,0,0
DH_28297,0,0,0,0,0,0,0,0
DH_28298,0,0,0,0,0,0,0,0
DH_28299,0,0,0,0,0,0,0,0
