Seq,Phylum,Class,Order,Family,Genus,Lineage
DH_19400,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_19421,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_19426,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_19463,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_20282,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_20501,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_20523,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_21200,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_21383,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_21547,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_21562,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_21685,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_21998,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_22105,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_22294,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_22325,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_22555,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_22963,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23211,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23391,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23511,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23561,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23602,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23642,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23689,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23779,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23821,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_23838,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24227,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24259,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24352,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24536,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24618,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24803,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24879,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24902,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24927,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_24958,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_25681,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_25731,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_25908,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_26197,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_26516,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_27385,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_27660,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_27702,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_27707,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_27821,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_27893,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_28282,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_28960,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_28995,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_29137,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_29442,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_29509,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_29768,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_29854,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_30096,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_30160,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_30278,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_30752,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_30822,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_30865,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_31313,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_31415,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_31594,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_31792,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_31856,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_32495,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_32688,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_32740,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_33075,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_33273,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_33637,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_33808,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_33835,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34178,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34355,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34395,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34440,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34458,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34532,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34557,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34605,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34623,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34634,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34660,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34740,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34803,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34830,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34910,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34916,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34917,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34939,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34985,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_34987,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35010,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35017,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35057,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35129,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35156,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35169,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35224,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35347,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35392,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35402,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_35427,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionales
DH_6900,Bacteria,Bdellovibrionota,Oligoflexia,NA,NA,Bdellovibrionota
DH_9951,Bacteria,Bdellovibrionota,Oligoflexia,NA,NA,Bdellovibrionota
DH_10303,Bacteria,Bdellovibrionota,NA,NA,NA,Bdellovibrionota
DH_11588,Bacteria,Bdellovibrionota,NA,NA,NA,Bdellovibrionota
DH_15100,Bacteria,Bdellovibrionota,Oligoflexia,NA,NA,Bdellovibrionota
DH_16707,Bacteria,Bdellovibrionota,NA,NA,NA,Bdellovibrionota
DH_16744,Bacteria,Bdellovibrionota,NA,NA,NA,Bdellovibrionota
DH_21487,Bacteria,Bdellovibrionota,Oligoflexia,NA,NA,Bdellovibrionota
DH_26570,Bacteria,Bdellovibrionota,Oligoflexia,NA,NA,Bdellovibrionota
DH_27461,Bacteria,Bdellovibrionota,Oligoflexia,NA,NA,Bdellovibrionota
DH_2645,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_3376,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_4530,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_4539,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_4765,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_7098,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_7862,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_10158,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_20680,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_22698,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_24153,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_24767,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_27337,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoales
DH_35339,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacteriales
DH_12600,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_25346,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_27010,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_27874,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_30872,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_31913,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_31924,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_32751,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellales
DH_35013,Bacteria,Acidobacteriota,Blastocatellia,Nov-24,NA,Blastocatellia
DH_373,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_2443,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_3021,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_8263,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_10182,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_23228,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_23704,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_24760,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_34419,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_34802,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,Blfdi19
DH_11942,Bacteria,Spirochaetota,Brachyspirae,Brachyspirales,LH041,Brachyspirales
DH_767,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1008,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1042,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1102,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1189,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1412,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1485,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1767,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_1783,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_2656,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_3022,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_3120,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_3573,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_4814,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_5127,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_5776,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_6602,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_7793,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_8581,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_9876,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_11518,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_13680,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_14916,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_15959,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_15980,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_17467,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_18627,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_18639,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_18674,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_18988,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_19786,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_20711,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_20859,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_20862,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_21564,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_21857,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_22284,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_22766,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_23152,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_24041,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_24398,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_24428,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_24749,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_25808,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_27644,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_27808,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_29565,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_29574,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_29971,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_30145,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_31209,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_31942,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_32994,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34415,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34454,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34477,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34499,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34546,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34547,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34588,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_34909,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_35168,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_35287,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_35435,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,Bradymonadales
DH_7137,Bacteria,Spirochaetota,Brevinematia,Brevinematales,Brevinemataceae,Brevinematales
DH_101,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiales
DH_149,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_153,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_200,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Burkholderiales
DH_276,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_338,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_388,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_412,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_740,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_812,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_866,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Burkholderiales
DH_944,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_969,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_2476,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_2633,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Burkholderiales
DH_3145,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Burkholderiales
DH_3281,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Burkholderiales
DH_3333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiales
DH_4830,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_5879,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,EC94,Burkholderiales
DH_6049,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Burkholderiales
DH_7111,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiales
DH_8959,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_8981,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Burkholderiales
DH_9234,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_9594,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,Burkholderiales
DH_9867,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,Burkholderiales
DH_10122,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,Burkholderiales
