Seq,Phylum,Class,Order,Family,Genus,Lineage
DH_7876,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadales
DH_7887,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_7914,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_7943,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_7957,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Pseudomonadales
DH_8036,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_8085,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8089,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_8097,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_8136,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8139,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_8173,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_8177,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8212,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Pseudomonadales
DH_8219,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_8243,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_8260,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8268,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8272,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_8299,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8310,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8320,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8367,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8389,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8409,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_8421,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8435,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8439,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_8443,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8446,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8451,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_8557,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8559,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Pseudomonadales
DH_8569,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_8710,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_8714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_8739,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_8744,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Pseudomonadales
DH_8876,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_8888,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_8893,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Pseudomonadales
DH_8919,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,BD2-7,Pseudomonadales
DH_8921,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_8979,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_9031,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9033,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_9038,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9073,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Pseudomonadales
DH_9074,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9075,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Pseudomonadales
DH_9083,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,OM182 clade,Pseudomonadales
DH_9119,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_9137,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9140,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_9146,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Pseudomonadales
DH_9186,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9199,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9213,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_9266,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9295,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9437,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_9507,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_9548,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_9597,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9613,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Pseudomonadales
DH_9636,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9649,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_9659,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_9739,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9740,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_9744,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9784,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Pseudomonadales
DH_9788,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_9822,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Pseudomonadales
DH_9839,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_9849,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_9860,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_9874,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_9900,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Pseudomonadales
DH_10048,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10053,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10095,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Pseudomonadales
DH_10096,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10119,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_10126,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10169,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_10177,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10198,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10201,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_10221,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10253,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10254,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10264,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10272,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_10301,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10321,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_10349,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10395,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10397,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10432,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10491,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10596,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10619,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Pseudomonadales
DH_10634,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10676,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Pseudomonadales
DH_10731,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_10781,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_10791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_10803,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_10811,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Pseudomonadales
DH_10821,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Pseudomonadales
DH_10851,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10883,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Pseudomonadales
DH_10958,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_10970,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_11001,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_11011,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_11033,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_11070,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_11089,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_11135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_11160,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_11169,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_11216,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_11219,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_11311,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_11326,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_11351,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_11355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_11440,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_11455,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_11521,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_11631,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_11635,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Pseudomonadales
DH_11656,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_11735,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_11807,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadales
DH_11823,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_12004,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12038,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_12088,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12090,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12136,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_12179,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_12410,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_12431,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_12441,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_12444,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12505,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12519,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,P13-46,Pseudomonadales
DH_12577,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12622,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_12638,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_12674,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Pseudomonadales
DH_12676,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_12678,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_12696,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12741,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_12803,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_12810,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_12849,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_12990,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_13007,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_13026,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Pseudomonadales
DH_13047,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_13054,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_13066,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13139,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_13160,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_13189,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13344,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_13469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_13538,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13548,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_13600,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13651,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13684,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13723,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13769,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_13951,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_13971,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_14014,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_14031,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_14069,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_14099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_14586,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_14628,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_14646,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_14675,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_14711,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_14713,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_14782,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudomonadales
DH_14912,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudomonadales
DH_14967,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_14988,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_15163,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_15290,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_15307,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadales
DH_15337,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_15506,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oceanospirillaceae,Pseudomonadales
DH_15669,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_15725,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_15729,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_15751,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_15828,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_15832,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_15880,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_15925,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_16119,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,Pseudomonadales
DH_16266,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_16269,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_16287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Pseudomonadales
DH_16310,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_16578,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_16580,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_16600,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomonadales
DH_16652,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_16689,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_16696,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_16728,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_16734,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_16802,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
DH_17064,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_17096,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_17121,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_17183,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_17692,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_17709,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_17769,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_17990,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_18301,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Pseudomonadales
DH_18302,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,Pseudomonadales
DH_18336,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_18516,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudomonadales
DH_18561,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,Pseudomonadales
DH_18620,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_18622,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Pseudomonadales
DH_18630,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Pseudomonadales
DH_18636,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Pseudomonadales
DH_18647,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,P13-46,Pseudomonadales
DH_18660,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudomonadales
DH_18675,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,Pseudomonadales
