Cruise,Date,Day,Month,Year,Day of Year,Decimal Year,ID,Site,Depth [m],Latitude,Longitude,Temperature [°C],Salinity [ppt],DO [µM],DIC [umol/kg],TA [umol/kg],Bacteria x108  cells/L,Cyanobacteria x108  cells/L,BP (pmol/L/hour),DOC (uM C),TOC (uM C),TDAA (µM C),Phosphate (µM),Silicate (µM),Nitrite (µM),Nitrite + Nitrate (µM),Nitrate (µM),Ammonia (µM),pH ,fCO2 (microatm),pCO2 (microatm),CO3 (micromol/kgSW),HCO3 (micromol/kgSW),CO2 (micromol/kgSW),B Alk (micromol/kgSW),OH (micromol/kgSW),Revelle ,Ω Ca ,Ω Ar ,cbbL,amoA,Nitrosopumilales,Chlorobiales,Flavobacteriales,SAR11,SAR202,Syn
38,19/09/2018,19,9,2018,258,2018.71,8,DH 8,15,32.32421,-64.71849,28.9,36.7,133.75,2008.434832,2320.391194,21.35,2.829544269,266.1855124,94.08324226,94.77176685,4185.79,0.003277641,3.27517296,0.002325292,0.270210395,0.267885103,0.343116142,7.96,487.087,488.574,224.275,1771.688,12.472,92.004,8.16,9.312,5.346,3.577,,0.514755325,53,392,3549,3831,37,9066
38,19/09/2018,19,9,2018,258,2018.71,9,DH 9,20,32.32421,-64.71849,28.7,36.7134,112.3125,2058.511176,2346.359989,26.72,2.023980065,337.0535592,96.08870674,96.08870674,3047.19,0.015917045,5.12361326,0.038963276,0.22707935,0.188116074,2.754460787,7.919,553.77,555.464,209.753,1834.513,14.246,85.052,7.302,9.772,4.994,3.339,29355.43266,222.7531253,97,3387,8750,8090,260,5882
38,19/09/2018,19,9,2018,258,2018.71,10,DH 10,22,32.32421,-64.71849,24.4,36.51,5,2478.999861,2574.590217,80.05,0.916329283,530.4872019,121.5750455,138.8701275,5562.24,0.103328301,43.32725545,0.088477472,0.088477472,2.4980018054066E 16,33.59237524,7.569,1560.806,1565.837,100,2334.352,44.648,38.044,2.221,15.359,2.368,1.562,5650.808996,397.3006416,62,14370,160,148,0,78
38,19/09/2018,19,9,2018,258,2018.71,11,DH 11,23,32.32421,-64.71849,22.8,36.44,3.75,2664.989103,2645.491396,90.83,0.7854251,197.3135285,122.5941712,132.4766849,5233.84,0.202010292,58.64451778,0.103329621,0.103329621,4.45476988630844E 15,47.07600221,7.293,3157.763,3168.143,53.594,2517.215,94.179,20.121,1.017,16.433,1.267,0.832,2681.611102,379.8188807,297,38575,166,294,0,307
38,19/09/2018,19,9,2018,258,2018.71,12,DH bottom,24,32.32421,-64.71849,22.3,36.4317,0,3049.075058,2765.075221,91.73,1.188207202,83.3508277,129.1542805,134.6406193,5557.83,1.576220846,76.83401334,0.39021898,0.39021898,4.9560355819267E 13,113.9139843,6.815,10250.42,10284.33,18.861,2720.391,309.822,6.801,0.323,9.095,0.446,0.292,3494.410843,614.3032026,109,36120,106,151,3,123
39,26/09/2018,26,9,2018,265,2018.73,5,DH surface,1,32.32421,-64.71849,27.6,36.7266,134.4375,2020.835335,2322.474748,23.6699839,3.108311073,286.423,93.08433515,93.08433515,2340.84,0.030776639,3.694409374,0.070362739,0.823932007,0.753569268,0.376093476,7.974,487.685,489.197,217,1790.966,12.874,90.169,7.345,9.497,5.168,3.442,24020.39195,7.625919677,21,982,9745,9966,168,15402
39,26/09/2018,26,9,2018,265,2018.73,6,DH 6,5,32.32421,-64.71849,27.6,36.71,139.6875,2019.549945,2311.957361,22.87976555,2.097311842,302.535,89.81111111,88.70728597,2294.13,0.050896149,3.613532924,0.053382655,0.743497944,0.69011529,0.277416951,7.96,504.526,506.09,210.731,1795.5,13.319,87.895,7.115,9.623,5.016,3.342,13517.31584,0.954086945,22,1397,13590,16539,287,19655
39,26/09/2018,26,9,2018,265,2018.73,7,DH 7,10,32.32421,-64.71849,27.6,36.71,136.5625,2020.393482,2314.993631,23.24573434,2.794663423,336.312,88.48324226,89.02969035,2703.46,0.00642047,3.663707425,0.036266756,0.774795205,0.738528448,0.307842977,7.963,500.599,502.151,212.229,1794.945,13.216,88.43,7.168,9.593,5.049,3.363,23337.13912,4.140091665,20,972,11945,12989,246,16911
39,26/09/2018,26,9,2018,265,2018.73,8,DH 8,15,32.32421,-64.71849,27.6,36.72,133.4375,2019.640324,2316.423077,27.4868087,3.295832078,324.296,88.48324226,88.48324226,2296.65,0.016978567,3.670168114,0.058115304,0.776603268,0.718487964,0.229915967,7.966,496.175,497.714,213.651,1792.891,13.098,89.014,7.224,9.561,5.079,3.384,,8.159840845,31,937,14121,16597,331,24106
39,26/09/2018,26,9,2018,265,2018.73,9,DH 9,20,32.32421,-64.71849,27.6,36.7222,134.1875,2020.453735,2313.334638,35.28479048,2.778838811,372.369,84.90127505,84.90127505,2303.94,0.014159114,3.671748432,0.062517857,0.843249458,0.780731601,0.322431827,7.96,504.091,505.654,211.036,1796.106,13.307,88.039,7.123,9.619,5.013,3.34,27605.72781,125.009425,41,1188,12161,13988,275,21244
39,26/09/2018,26,9,2018,265,2018.73,10,DH 10,22,32.32421,-64.71849,27.6,36.71,134.375,2020.483861,2316.464813,37.42975941,3.002111512,246.184,86.19362477,88.57340619,2017.09,0.002309622,3.63463789,0.071753066,0.775988646,0.70423558,0.285659635,7.965,497.917,499.461,213.137,1794.198,13.145,88.796,7.202,9.575,5.062,3.373,22064.21766,98.13103999,40,1460,13131,14367,368,20081
39,26/09/2018,26,9,2018,265,2018.73,11,DH 11,23,32.32421,-64.71849,27.6,36.71,127.1875,2021.19975,2316.496114,32.643769,2.015850277,244.676,82.67449909,84.82750455,2007.82,0.019764727,3.641096628,0.074734505,0.841099885,0.766365379,0.216073445,7.963,499.539,501.088,212.704,1795.308,13.188,88.612,7.183,9.587,5.051,3.365,19669.7387,69.04178092,23,1314,12842,13729,270,19940
39,26/09/2018,26,9,2018,265,2018.73,12,DH bottom,24.5,32.32421,-64.71849,27.6,36.5681,0,3004.010274,2777.466488,39.7853701,1.588872608,63.521,90.1007286,113.6471767,10737.20,2.450841407,53.00952426,0.271317234,0.50952538,0.238208146,90.3311595,6.849,9840.91,9871.421,24.699,2719.324,259.987,8.341,0.551,10.274,0.587,0.391,3646.575681,2.095925748,153,40414,2212,3027,42,4383
40,18/10/2018,18,10,2018,287,2018.79,5,DH surface,1,32.32421,-64.71849,26.1,36.766,142.65625,2036.686266,2320.826189,12.95,1.66375,,,,,0.071489723,3.469765075,6.63E-05,1.507662776,1.507596496,0.377294309,7.968,499.749,501.327,204.951,1818.06,13.679,86.525,6.354,9.811,4.868,3.227,58177.20413,7.655641436,39,9,17754,30385,725,32400
40,18/10/2018,18,10,2018,287,2018.79,6,DH 6,5,32.32421,-64.71849,26.1,36.79,143.4375,2035.561097,2319.271536,12.76,1.714166667,,,,,0.091716368,3.492882177,0.033052229,1.557713603,1.524661374,0.526243227,7.967,500.402,501.982,204.588,1817.277,13.695,86.484,6.345,9.815,4.855,3.219,36836.54648,4.34701809,30,4,14029,23346,711,24184
40,18/10/2018,18,10,2018,287,2018.79,7,DH 7,10,32.32421,-64.71849,26.1,36.78,142.8125,2034.948282,2319.219366,15.03,1.764583333,,,,,0.064098339,3.447781161,0.00264477,1.584908175,1.582263404,0.743898992,7.968,498.88,500.455,204.939,1816.356,13.654,86.637,6.359,9.806,4.861,3.223,50924.81674,4.867020186,27,7,18146,31338,798,27595
40,18/10/2018,18,10,2018,287,2018.79,8,DH 8,15,32.32421,-64.71849,26.1,36.79,141.875,2040.163519,2322.151297,14.54,1.310833333,,,,,0.07823957,3.556093303,0.051254371,1.710337566,1.659083195,0.928108219,7.963,505.779,507.376,203.583,1822.735,13.842,85.965,6.295,9.853,4.825,3.199,,0.788008266,28,8,12762,18251,553,17050
40,18/10/2018,18,10,2018,287,2018.79,9,DH 9,20,32.32421,-64.71849,26,36.7898,132.9375,2047.335186,2323.987666,17.66,0.680625,,,,,0.082454349,3.895389957,0.044943637,1.863185233,1.818241596,1.291870974,7.955,517.818,519.455,200.204,1832.929,14.207,84.538,6.126,9.958,4.741,3.143,12138.07553,13.04771708,43,15,15456,24202,958,24607
40,18/10/2018,18,10,2018,287,2018.79,10,DH 10,22,32.32421,-64.71849,26,36.78,129.0625,2063.399754,2337.207436,15.66,1.043625,,,,,0.076341947,5.387161349,0.323735172,2.128044946,1.804309774,4.041522388,7.948,530.805,532.482,198.899,1849.937,14.564,83.456,6.031,10.046,4.709,3.122,22518.61004,28.25759926,108,455,20409,25349,1012,12435
40,18/10/2018,18,10,2018,287,2018.79,11,DH 11,23,32.32421,-64.71849,26,36.79,125.3125,2064.946088,2334.23377,21.25,1.315875,,,,,0.070645455,5.106455166,0.160945815,1.661650783,1.500704968,4.086118712,7.94,541.459,543.171,195.915,1854.179,14.856,82.305,5.926,10.123,4.637,3.074,32049.62186,53.30998051,40,417,11097,12156,566,7019
40,18/10/2018,18,10,2018,287,2018.79,12,DH bottom,24.5,32.32421,-64.71849,26,36.7952,121.75,2065.61918,2332.773022,17.86,0.847,,,,,0.081190228,5.846223006,0.041378806,1.677399357,1.636020551,3.116231335,7.937,546.548,548.276,194.51,1856.115,14.995,81.768,5.878,10.161,4.603,3.051,13141.03129,46.86213541,84,448,15114,17253,729,8396
41,21/11/2018,21,11,2018,320,2018.88,5,DH surface,1,32.32421,-64.71849,22.7,36.6666,149.59375,2044.446344,2319.940866,16.31,1.2705,,77.25576923,77.25576923,,0.010887993,3.626529443,0.030800162,2.189887769,2.159087607,1.745257746,8.007,454.499,455.995,197.774,1833.1,13.573,86.185,5.118,10.027,4.681,3.072,,,,,,,,
41,21/11/2018,21,11,2018,320,2018.88,6,DH 6,5,32.32421,-64.71849,22.7,36.67,155.625,2046.573345,2319.583855,14.82,0.867166667,,80.04148352,80.04148352,,0.048017039,3.570493526,0.017083274,2.24407437,2.226991096,0.459413926,8.003,459.965,461.479,196.177,1836.661,13.736,85.512,5.067,10.072,4.64,3.045,,,,,,,,
41,21/11/2018,21,11,2018,320,2018.88,7,DH 7,10,32.32421,-64.71849,22.7,36.68,154.6875,2041.879273,2320.308077,14.7,0.897416667,,82.0256105,88.59703907,,0.077185409,3.635652129,6.63E-05,2.086222736,2.086156457,0.464752678,8.012,448.268,449.743,199.61,1828.884,13.385,87.036,5.178,9.971,4.718,3.096,,,,,,,,
41,21/11/2018,21,11,2018,320,2018.88,8,DH 8,15,32.32421,-64.71849,22.6,36.67,152.1875,2046.336139,2321.831826,15,1.441916667,,76.70815018,76.70815018,,0.132590274,3.717737514,0.035253183,2.049409562,2.014156379,0.419377565,8.008,453.398,454.892,197.759,1835.003,13.575,86.236,5.086,10.034,4.67,3.064,,,,,,,,
41,21/11/2018,21,11,2018,320,2018.88,9,DH 9,20,32.32421,-64.71849,22.7,36.6998,146.09375,2048.525361,2323.973766,15.58,0.69575,,76.65656288,76.65656288,,0.137810022,4.0489414,0.040347225,2.085039069,2.044691844,0.711886725,8.006,456.473,457.975,197.814,1837.083,13.629,86.165,5.108,10.038,4.667,3.063,,,,,,,,
41,21/11/2018,21,11,2018,320,2018.88,10,DH 10,22,32.32421,-64.71849,22.8,36.75,147.5,2051.908705,2321.546234,12.3,0.312583333,,82.38275336,82.38275336,,0.087508148,4.046017843,0.007105395,2.039122896,2.0320175,0.909953612,7.994,471.208,472.757,194.057,1843.824,14.028,84.602,5.018,10.138,4.576,3.005,,,,,,,,
41,21/11/2018,21,11,2018,320,2018.88,11,DH 11,23,32.32421,-64.71849,22.8,36.77,140.9375,2058.528745,2327.859856,12.54,0.373083333,,75.18830891,75.18830891,,0.082243681,4.058480684,0.020873738,2.116379344,2.095505606,1.384147091,7.992,474.692,476.252,194.069,1850.329,14.131,84.403,5,10.161,4.575,3.004,,,,,,,,
41,21/11/2018,21,11,2018,320,2018.88,12,DH bottom,24.5,32.32421,-64.71849,22.8,36.7664,139.0625,2057.596492,2327.676261,12.29,0.161333333,,72.05735653,77.91846764,,0.069589953,4.568957671,0.032873226,2.056786439,2.023913213,1.37235212,7.993,472.814,474.368,194.535,1848.986,14.075,84.614,5.016,10.146,4.585,3.011,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,5,DH surface,1,32.32421,-64.71849,19.1,36.4044,164.25,2045.320089,2312.488939,12.28376003,0.57475,,68.82694994,,,0.065999853,1.715210693,6.63E-05,0.642185351,0.642119071,0.393375331,8.052,404.818,406.211,190.782,1841.188,13.35,85.699,4.047,10.232,4.511,2.93,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,6,DH 6,5,32.32421,-64.71849,19.1,36.41,158.75,2046.975099,2309.558817,12.01359989,0.605,,70.08844755,,,0.067055988,1.665118134,0.000481641,0.73753419,0.737052549,0.422170968,8.044,413.258,414.68,187.777,1845.57,13.628,84.471,3.974,10.318,4.437,2.882,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,7,DH 7,10,32.32421,-64.71849,19.1,36.43,165.9375,2049.688058,2319.696835,12.68815181,0.39325,,67.20885878,,,0.069801069,1.688312487,6.63E-05,0.63722676,0.637160481,0.41846809,8.056,401.798,403.181,192.784,1843.655,13.249,86.398,4.084,10.195,4.551,2.957,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,8,DH 8,15,32.32421,-64.71849,19.2,36.45,161.5625,2050.285119,,12.08051621,0.40535,,66.72189769,,,0.054370063,2.021378164,0.016330994,0.644299308,0.627968314,0.557745945,999,999,999,999,999,999,999,999,999,999,999,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,9,DH 9,20,32.32421,-64.71849,19.1,36.4639,163.1875,2050.138472,2312.26433,11.70653456,0.3509,,69.6244925,,,0.06768958,3.300283723,0.016702254,0.81578524,0.799082986,1.163259335,8.042,415.674,417.104,187.497,1848.937,13.704,84.382,3.96,10.33,4.418,2.871,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,10,DH 10,22,32.32421,-64.71849,19.1,36.47,163.75,2050.316543,2324.594898,10.71727043,0.5203,,68.88446503,,,0.0731779,4.171233776,0.06398923,0.884597928,0.820608698,2.298420092,8.062,395.377,396.738,195.594,1841.688,13.034,87.58,4.147,10.122,4.607,2.994,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,11,DH 11,23,32.32421,-64.71849,19.1,36.47,164.6875,2050.22227,2324.471864,23.60074265,1.07085,,66.47649998,,,0.071911812,4.270291809,0.033295744,0.891596193,0.858300449,2.504474343,8.062,395.386,396.747,195.569,1841.618,13.035,87.577,4.147,10.122,4.606,2.993,,,,,,,,
42,19/12/2018,19,12,2018,348,2018.95,12,DH bottom,24.5,32.32421,-64.71849,19.1,36.4623,163.21875,2049.614735,2328.173138,17.7292079,0.5808,,69.3215797,,,0.066844776,5.329519311,0.081417507,1.071571552,0.990154045,3.715566393,8.069,388.226,389.563,198.435,1838.38,12.799,88.715,4.216,10.051,4.672,3.036,,,,,,,,
