"","Expt","Timepoint","Date","Time","Day","Sample","Treatment","Cells_mL","DOC","lncellsml","INT_DOC","delta_cells","delta_doc","Bottle","stationary","t_gen"
"231","DH36","T6","13/08/2018","13:00",3.72,"C","S/D",14.14,NA,2.65,92.687052631579,6.34,5.14294736842105,"C",7.2,0.4
"232","DH36","T6","13/08/2018","13:00",3.72,"C","S/D",14.14,NA,2.65,92.687052631579,6.34,5.14294736842105,"D",7.8,0.4
"233","DH36","T6","13/08/2018","13:00",3.72,"C","S/D",14.14,NA,2.65,92.687052631579,6.34,5.14294736842105,"E",7.6,0.1
"234","DH36","T6","13/08/2018","13:00",3.72,"C","S/D",14.14,NA,2.65,92.687052631579,6.34,5.14294736842105,"F",7.8,0.1
"235","DH36","T6","13/08/2018","13:00",3.72,"D","S/D",12.29,NA,2.51,92.402,4,10.648,"A",7.2,0.4
"236","DH36","T6","13/08/2018","13:00",3.72,"D","S/D",12.29,NA,2.51,92.402,4,10.648,"B",8.8,1
"237","DH36","T6","13/08/2018","13:00",3.72,"D","S/D",12.29,NA,2.51,92.402,4,10.648,"C",7.2,0.4
"238","DH36","T6","13/08/2018","13:00",3.72,"D","S/D",12.29,NA,2.51,92.402,4,10.648,"D",7.8,0.4
"239","DH36","T6","13/08/2018","13:00",3.72,"D","S/D",12.29,NA,2.51,92.402,4,10.648,"E",7.6,0.1
"240","DH36","T6","13/08/2018","13:00",3.72,"D","S/D",12.29,NA,2.51,92.402,4,10.648,"F",7.8,0.1
"241","DH36","T6","13/08/2018","13:00",3.72,"E","D/S",14.83,NA,2.7,95.0222105263158,-2.9,2.48778947368422,"A",7.2,0.4
"242","DH36","T6","13/08/2018","13:00",3.72,"E","D/S",14.83,NA,2.7,95.0222105263158,-2.9,2.48778947368422,"B",8.8,1
"243","DH36","T6","13/08/2018","13:00",3.72,"E","D/S",14.83,NA,2.7,95.0222105263158,-2.9,2.48778947368422,"C",7.2,0.4
"244","DH36","T6","13/08/2018","13:00",3.72,"E","D/S",14.83,NA,2.7,95.0222105263158,-2.9,2.48778947368422,"D",7.8,0.4
"245","DH36","T6","13/08/2018","13:00",3.72,"E","D/S",14.83,NA,2.7,95.0222105263158,-2.9,2.48778947368422,"E",7.6,0.1
"246","DH36","T6","13/08/2018","13:00",3.72,"E","D/S",14.83,NA,2.7,95.0222105263158,-2.9,2.48778947368422,"F",7.8,0.1
"247","DH36","T6","13/08/2018","13:00",3.72,"F","D/S",14.22,NA,2.65,92.0054117647059,-3.29,5.38458823529412,"A",7.2,0.4
"248","DH36","T6","13/08/2018","13:00",3.72,"F","D/S",14.22,NA,2.65,92.0054117647059,-3.29,5.38458823529412,"B",8.8,1
"249","DH36","T6","13/08/2018","13:00",3.72,"F","D/S",14.22,NA,2.65,92.0054117647059,-3.29,5.38458823529412,"C",7.2,0.4
"250","DH36","T6","13/08/2018","13:00",3.72,"F","D/S",14.22,NA,2.65,92.0054117647059,-3.29,5.38458823529412,"D",7.8,0.4
"251","DH36","T6","13/08/2018","13:00",3.72,"F","D/S",14.22,NA,2.65,92.0054117647059,-3.29,5.38458823529412,"E",7.6,0.1
"252","DH36","T6","13/08/2018","13:00",3.72,"F","D/S",14.22,NA,2.65,92.0054117647059,-3.29,5.38458823529412,"F",7.8,0.1
"253","DH36","T7","14/08/2018","9:00",4.55,"A","S/S",9.44,NA,2.24,95.5256578947368,1.59,2.79434210526315,"A",7.2,0.4
"254","DH36","T7","14/08/2018","9:00",4.55,"A","S/S",9.44,NA,2.24,95.5256578947368,1.59,2.79434210526315,"B",8.8,1
"255","DH36","T7","14/08/2018","9:00",4.55,"A","S/S",9.44,NA,2.24,95.5256578947368,1.59,2.79434210526315,"C",7.2,0.4
"256","DH36","T7","14/08/2018","9:00",4.55,"A","S/S",9.44,NA,2.24,95.5256578947368,1.59,2.79434210526315,"D",7.8,0.4
"257","DH36","T7","14/08/2018","9:00",4.55,"A","S/S",9.44,NA,2.24,95.5256578947368,1.59,2.79434210526315,"E",7.6,0.1
"258","DH36","T7","14/08/2018","9:00",4.55,"A","S/S",9.44,NA,2.24,95.5256578947368,1.59,2.79434210526315,"F",7.8,0.1
"259","DH36","T7","14/08/2018","9:00",4.55,"B","S/S",8.56,NA,2.15,93.9072368421053,0.450000000000001,1.43276315789474,"A",7.2,0.4
"260","DH36","T7","14/08/2018","9:00",4.55,"B","S/S",8.56,NA,2.15,93.9072368421053,0.450000000000001,1.43276315789474,"B",8.8,1
"261","DH36","T7","14/08/2018","9:00",4.55,"B","S/S",8.56,NA,2.15,93.9072368421053,0.450000000000001,1.43276315789474,"C",7.2,0.4
"262","DH36","T7","14/08/2018","9:00",4.55,"B","S/S",8.56,NA,2.15,93.9072368421053,0.450000000000001,1.43276315789474,"D",7.8,0.4
"263","DH36","T7","14/08/2018","9:00",4.55,"B","S/S",8.56,NA,2.15,93.9072368421053,0.450000000000001,1.43276315789474,"E",7.6,0.1
"264","DH36","T7","14/08/2018","9:00",4.55,"B","S/S",8.56,NA,2.15,93.9072368421053,0.450000000000001,1.43276315789474,"F",7.8,0.1
"265","DH36","T7","14/08/2018","9:00",4.55,"C","S/D",15.82,NA,2.76,92.4009210526316,8.02,5.42907894736842,"A",7.2,0.4
"266","DH36","T7","14/08/2018","9:00",4.55,"C","S/D",15.82,NA,2.76,92.4009210526316,8.02,5.42907894736842,"B",8.8,1
"267","DH36","T7","14/08/2018","9:00",4.55,"C","S/D",15.82,NA,2.76,92.4009210526316,8.02,5.42907894736842,"C",7.2,0.4
"268","DH36","T7","14/08/2018","9:00",4.55,"C","S/D",15.82,NA,2.76,92.4009210526316,8.02,5.42907894736842,"D",7.8,0.4
"269","DH36","T7","14/08/2018","9:00",4.55,"C","S/D",15.82,NA,2.76,92.4009210526316,8.02,5.42907894736842,"E",7.6,0.1
"270","DH36","T7","14/08/2018","9:00",4.55,"C","S/D",15.82,NA,2.76,92.4009210526316,8.02,5.42907894736842,"F",7.8,0.1
"271","DH36","T7","14/08/2018","9:00",4.55,"D","S/D",15.48,NA,2.74,91.8625,7.19,11.1875,"A",7.2,0.4
"272","DH36","T7","14/08/2018","9:00",4.55,"D","S/D",15.48,NA,2.74,91.8625,7.19,11.1875,"B",8.8,1
"273","DH36","T7","14/08/2018","9:00",4.55,"D","S/D",15.48,NA,2.74,91.8625,7.19,11.1875,"C",7.2,0.4
"274","DH36","T7","14/08/2018","9:00",4.55,"D","S/D",15.48,NA,2.74,91.8625,7.19,11.1875,"D",7.8,0.4
"275","DH36","T7","14/08/2018","9:00",4.55,"D","S/D",15.48,NA,2.74,91.8625,7.19,11.1875,"E",7.6,0.1
"276","DH36","T7","14/08/2018","9:00",4.55,"D","S/D",15.48,NA,2.74,91.8625,7.19,11.1875,"F",7.8,0.1
"277","DH36","T7","14/08/2018","9:00",4.55,"E","D/S",21.04,NA,3.05,94.4586842105263,3.31,3.05131578947369,"A",7.2,0.4
"278","DH36","T7","14/08/2018","9:00",4.55,"E","D/S",21.04,NA,3.05,94.4586842105263,3.31,3.05131578947369,"B",8.8,1
"279","DH36","T7","14/08/2018","9:00",4.55,"E","D/S",21.04,NA,3.05,94.4586842105263,3.31,3.05131578947369,"C",7.2,0.4
"280","DH36","T7","14/08/2018","9:00",4.55,"E","D/S",21.04,NA,3.05,94.4586842105263,3.31,3.05131578947369,"D",7.8,0.4
"281","DH36","T7","14/08/2018","9:00",4.55,"E","D/S",21.04,NA,3.05,94.4586842105263,3.31,3.05131578947369,"E",7.6,0.1
"282","DH36","T7","14/08/2018","9:00",4.55,"E","D/S",21.04,NA,3.05,94.4586842105263,3.31,3.05131578947369,"F",7.8,0.1
"283","DH36","T7","14/08/2018","9:00",4.55,"F","D/S",22.83,NA,3.13,90.57,5.32,6.81999999999999,"A",7.2,0.4
"284","DH36","T7","14/08/2018","9:00",4.55,"F","D/S",22.83,NA,3.13,90.57,5.32,6.81999999999999,"B",8.8,1
"285","DH36","T7","14/08/2018","9:00",4.55,"F","D/S",22.83,NA,3.13,90.57,5.32,6.81999999999999,"C",7.2,0.4
"286","DH36","T7","14/08/2018","9:00",4.55,"F","D/S",22.83,NA,3.13,90.57,5.32,6.81999999999999,"D",7.8,0.4
"287","DH36","T7","14/08/2018","9:00",4.55,"F","D/S",22.83,NA,3.13,90.57,5.32,6.81999999999999,"E",7.6,0.1
"288","DH36","T7","14/08/2018","9:00",4.55,"F","D/S",22.83,NA,3.13,90.57,5.32,6.81999999999999,"F",7.8,0.1
"289","DH36","T8","15/08/2018","15:00",5.8,"A","S/S",9.56,93.7,2.26,93.7,1.71,4.61999999999999,"A",7.2,0.4
"290","DH36","T8","15/08/2018","15:00",5.8,"A","S/S",9.56,93.7,2.26,93.7,1.71,4.61999999999999,"B",8.8,1
"291","DH36","T8","15/08/2018","15:00",5.8,"A","S/S",9.56,93.7,2.26,93.7,1.71,4.61999999999999,"C",7.2,0.4
"292","DH36","T8","15/08/2018","15:00",5.8,"A","S/S",9.56,93.7,2.26,93.7,1.71,4.61999999999999,"D",7.8,0.4
"293","DH36","T8","15/08/2018","15:00",5.8,"A","S/S",9.56,93.7,2.26,93.7,1.71,4.61999999999999,"E",7.6,0.1
"294","DH36","T8","15/08/2018","15:00",5.8,"A","S/S",9.56,93.7,2.26,93.7,1.71,4.61999999999999,"F",7.8,0.1
"295","DH36","T8","15/08/2018","15:00",5.8,"B","S/S",9.33,93.2,2.23,93.2,1.22,2.14,"A",7.2,0.4
"296","DH36","T8","15/08/2018","15:00",5.8,"B","S/S",9.33,93.2,2.23,93.2,1.22,2.14,"B",8.8,1
"297","DH36","T8","15/08/2018","15:00",5.8,"B","S/S",9.33,93.2,2.23,93.2,1.22,2.14,"C",7.2,0.4
"298","DH36","T8","15/08/2018","15:00",5.8,"B","S/S",9.33,93.2,2.23,93.2,1.22,2.14,"D",7.8,0.4
"299","DH36","T8","15/08/2018","15:00",5.8,"B","S/S",9.33,93.2,2.23,93.2,1.22,2.14,"E",7.6,0.1
"300","DH36","T8","15/08/2018","15:00",5.8,"B","S/S",9.33,93.2,2.23,93.2,1.22,2.14,"F",7.8,0.1
"301","DH36","T8","15/08/2018","15:00",5.8,"C","S/D",19.65,91.97,2.98,91.97,11.85,5.86,"A",7.2,0.4
"302","DH36","T8","15/08/2018","15:00",5.8,"C","S/D",19.65,91.97,2.98,91.97,11.85,5.86,"B",8.8,1
"303","DH36","T8","15/08/2018","15:00",5.8,"C","S/D",19.65,91.97,2.98,91.97,11.85,5.86,"C",7.2,0.4
"304","DH36","T8","15/08/2018","15:00",5.8,"C","S/D",19.65,91.97,2.98,91.97,11.85,5.86,"D",7.8,0.4
"305","DH36","T8","15/08/2018","15:00",5.8,"C","S/D",19.65,91.97,2.98,91.97,11.85,5.86,"E",7.6,0.1
"306","DH36","T8","15/08/2018","15:00",5.8,"C","S/D",19.65,91.97,2.98,91.97,11.85,5.86,"F",7.8,0.1
"307","DH36","T8","15/08/2018","15:00",5.8,"D","S/D",20.36,NA,3.01,91.05,12.07,12,"A",7.2,0.4
"308","DH36","T8","15/08/2018","15:00",5.8,"D","S/D",20.36,NA,3.01,91.05,12.07,12,"B",8.8,1
"309","DH36","T8","15/08/2018","15:00",5.8,"D","S/D",20.36,NA,3.01,91.05,12.07,12,"C",7.2,0.4
"310","DH36","T8","15/08/2018","15:00",5.8,"D","S/D",20.36,NA,3.01,91.05,12.07,12,"D",7.8,0.4
"311","DH36","T8","15/08/2018","15:00",5.8,"D","S/D",20.36,NA,3.01,91.05,12.07,12,"E",7.6,0.1
"312","DH36","T8","15/08/2018","15:00",5.8,"D","S/D",20.36,NA,3.01,91.05,12.07,12,"F",7.8,0.1
"313","DH36","T8","15/08/2018","15:00",5.8,"E","D/S",17.36,93.61,2.85,93.61,-0.370000000000001,3.90000000000001,"A",7.2,0.4
"314","DH36","T8","15/08/2018","15:00",5.8,"E","D/S",17.36,93.61,2.85,93.61,-0.370000000000001,3.90000000000001,"B",8.8,1
"315","DH36","T8","15/08/2018","15:00",5.8,"E","D/S",17.36,93.61,2.85,93.61,-0.370000000000001,3.90000000000001,"C",7.2,0.4
"316","DH36","T8","15/08/2018","15:00",5.8,"E","D/S",17.36,93.61,2.85,93.61,-0.370000000000001,3.90000000000001,"D",7.8,0.4
"317","DH36","T8","15/08/2018","15:00",5.8,"E","D/S",17.36,93.61,2.85,93.61,-0.370000000000001,3.90000000000001,"E",7.6,0.1
"318","DH36","T8","15/08/2018","15:00",5.8,"E","D/S",17.36,93.61,2.85,93.61,-0.370000000000001,3.90000000000001,"F",7.8,0.1
"319","DH36","T8","15/08/2018","15:00",5.8,"F","D/S",18.53,NA,2.92,88.4082352941176,1.02,8.98176470588236,"A",7.2,0.4
"320","DH36","T8","15/08/2018","15:00",5.8,"F","D/S",18.53,NA,2.92,88.4082352941176,1.02,8.98176470588236,"B",8.8,1
"321","DH36","T8","15/08/2018","15:00",5.8,"F","D/S",18.53,NA,2.92,88.4082352941176,1.02,8.98176470588236,"C",7.2,0.4
"322","DH36","T8","15/08/2018","15:00",5.8,"F","D/S",18.53,NA,2.92,88.4082352941176,1.02,8.98176470588236,"D",7.8,0.4
"323","DH36","T8","15/08/2018","15:00",5.8,"F","D/S",18.53,NA,2.92,88.4082352941176,1.02,8.98176470588236,"E",7.6,0.1
"324","DH36","T8","15/08/2018","15:00",5.8,"F","D/S",18.53,NA,2.92,88.4082352941176,1.02,8.98176470588236,"F",7.8,0.1
"325","DH36","T9","16/08/2018","14:30",6.78,"A","S/S",9.37,NA,2.24,92.4488666666667,1.52,5.87113333333332,"A",7.2,0.4
"326","DH36","T9","16/08/2018","14:30",6.78,"A","S/S",9.37,NA,2.24,92.4488666666667,1.52,5.87113333333332,"B",8.8,1
"327","DH36","T9","16/08/2018","14:30",6.78,"A","S/S",9.37,NA,2.24,92.4488666666667,1.52,5.87113333333332,"C",7.2,0.4
"328","DH36","T9","16/08/2018","14:30",6.78,"A","S/S",9.37,NA,2.24,92.4488666666667,1.52,5.87113333333332,"D",7.8,0.4
"329","DH36","T9","16/08/2018","14:30",6.78,"A","S/S",9.37,NA,2.24,92.4488666666667,1.52,5.87113333333332,"E",7.6,0.1
"330","DH36","T9","16/08/2018","14:30",6.78,"A","S/S",9.37,NA,2.24,92.4488666666667,1.52,5.87113333333332,"F",7.8,0.1
"331","DH36","T9","16/08/2018","14:30",6.78,"B","S/S",10.02,NA,2.3,91.1322,1.91,4.20780000000001,"A",7.2,0.4
"332","DH36","T9","16/08/2018","14:30",6.78,"B","S/S",10.02,NA,2.3,91.1322,1.91,4.20780000000001,"B",8.8,1
"333","DH36","T9","16/08/2018","14:30",6.78,"B","S/S",10.02,NA,2.3,91.1322,1.91,4.20780000000001,"C",7.2,0.4
"334","DH36","T9","16/08/2018","14:30",6.78,"B","S/S",10.02,NA,2.3,91.1322,1.91,4.20780000000001,"D",7.8,0.4
"335","DH36","T9","16/08/2018","14:30",6.78,"B","S/S",10.02,NA,2.3,91.1322,1.91,4.20780000000001,"E",7.6,0.1
"336","DH36","T9","16/08/2018","14:30",6.78,"B","S/S",10.02,NA,2.3,91.1322,1.91,4.20780000000001,"F",7.8,0.1
"337","DH36","T9","16/08/2018","14:30",6.78,"C","S/D",18.89,NA,2.94,91.5878,11.09,6.2422,"A",7.2,0.4
"338","DH36","T9","16/08/2018","14:30",6.78,"C","S/D",18.89,NA,2.94,91.5878,11.09,6.2422,"B",8.8,1
"339","DH36","T9","16/08/2018","14:30",6.78,"C","S/D",18.89,NA,2.94,91.5878,11.09,6.2422,"C",7.2,0.4
"340","DH36","T9","16/08/2018","14:30",6.78,"C","S/D",18.89,NA,2.94,91.5878,11.09,6.2422,"D",7.8,0.4
"341","DH36","T9","16/08/2018","14:30",6.78,"C","S/D",18.89,NA,2.94,91.5878,11.09,6.2422,"E",7.6,0.1
"342","DH36","T9","16/08/2018","14:30",6.78,"C","S/D",18.89,NA,2.94,91.5878,11.09,6.2422,"F",7.8,0.1
"343","DH36","T9","16/08/2018","14:30",6.78,"D","S/D",18.68,NA,2.93,90.413,10.39,12.637,"A",7.2,0.4
"344","DH36","T9","16/08/2018","14:30",6.78,"D","S/D",18.68,NA,2.93,90.413,10.39,12.637,"B",8.8,1
"345","DH36","T9","16/08/2018","14:30",6.78,"D","S/D",18.68,NA,2.93,90.413,10.39,12.637,"C",7.2,0.4
"346","DH36","T9","16/08/2018","14:30",6.78,"D","S/D",18.68,NA,2.93,90.413,10.39,12.637,"D",7.8,0.4
"347","DH36","T9","16/08/2018","14:30",6.78,"D","S/D",18.68,NA,2.93,90.413,10.39,12.637,"E",7.6,0.1
"348","DH36","T9","16/08/2018","14:30",6.78,"D","S/D",18.68,NA,2.93,90.413,10.39,12.637,"F",7.8,0.1
"349","DH36","T9","16/08/2018","14:30",6.78,"E","D/S",15.38,NA,2.73,90.7843333333333,-2.35,6.72566666666667,"A",7.2,0.4
"350","DH36","T9","16/08/2018","14:30",6.78,"E","D/S",15.38,NA,2.73,90.7843333333333,-2.35,6.72566666666667,"B",8.8,1
"351","DH36","T9","16/08/2018","14:30",6.78,"E","D/S",15.38,NA,2.73,90.7843333333333,-2.35,6.72566666666667,"C",7.2,0.4
"352","DH36","T9","16/08/2018","14:30",6.78,"E","D/S",15.38,NA,2.73,90.7843333333333,-2.35,6.72566666666667,"D",7.8,0.4
"353","DH36","T9","16/08/2018","14:30",6.78,"E","D/S",15.38,NA,2.73,90.7843333333333,-2.35,6.72566666666667,"E",7.6,0.1
"354","DH36","T9","16/08/2018","14:30",6.78,"E","D/S",15.38,NA,2.73,90.7843333333333,-2.35,6.72566666666667,"F",7.8,0.1
"355","DH36","T9","16/08/2018","14:30",6.78,"F","D/S",15.5,NA,2.74,86.7134117647059,-2.01,10.6765882352941,"A",7.2,0.4
"356","DH36","T9","16/08/2018","14:30",6.78,"F","D/S",15.5,NA,2.74,86.7134117647059,-2.01,10.6765882352941,"B",8.8,1
"357","DH36","T9","16/08/2018","14:30",6.78,"F","D/S",15.5,NA,2.74,86.7134117647059,-2.01,10.6765882352941,"C",7.2,0.4
"358","DH36","T9","16/08/2018","14:30",6.78,"F","D/S",15.5,NA,2.74,86.7134117647059,-2.01,10.6765882352941,"D",7.8,0.4
"359","DH36","T9","16/08/2018","14:30",6.78,"F","D/S",15.5,NA,2.74,86.7134117647059,-2.01,10.6765882352941,"E",7.6,0.1
"360","DH36","T9","16/08/2018","14:30",6.78,"F","D/S",15.5,NA,2.74,86.7134117647059,-2.01,10.6765882352941,"F",7.8,0.1
"361","DH36","T10","18/08/2018","15:00",8.8,"A","S/S",9.83,89.87,2.29,89.87,1.98,8.44999999999999,"A",7.2,0.4
"362","DH36","T10","18/08/2018","15:00",8.8,"A","S/S",9.83,89.87,2.29,89.87,1.98,8.44999999999999,"B",8.8,1
"363","DH36","T10","18/08/2018","15:00",8.8,"A","S/S",9.83,89.87,2.29,89.87,1.98,8.44999999999999,"C",7.2,0.4
"364","DH36","T10","18/08/2018","15:00",8.8,"A","S/S",9.83,89.87,2.29,89.87,1.98,8.44999999999999,"D",7.8,0.4
"365","DH36","T10","18/08/2018","15:00",8.8,"A","S/S",9.83,89.87,2.29,89.87,1.98,8.44999999999999,"E",7.6,0.1
"366","DH36","T10","18/08/2018","15:00",8.8,"A","S/S",9.83,89.87,2.29,89.87,1.98,8.44999999999999,"F",7.8,0.1
"367","DH36","T10","18/08/2018","15:00",8.8,"B","S/S",9.49,86.87,2.25,86.87,1.38,8.47,"A",7.2,0.4
"368","DH36","T10","18/08/2018","15:00",8.8,"B","S/S",9.49,86.87,2.25,86.87,1.38,8.47,"B",8.8,1
"369","DH36","T10","18/08/2018","15:00",8.8,"B","S/S",9.49,86.87,2.25,86.87,1.38,8.47,"C",7.2,0.4
"370","DH36","T10","18/08/2018","15:00",8.8,"B","S/S",9.49,86.87,2.25,86.87,1.38,8.47,"D",7.8,0.4
"371","DH36","T10","18/08/2018","15:00",8.8,"B","S/S",9.49,86.87,2.25,86.87,1.38,8.47,"E",7.6,0.1
"372","DH36","T10","18/08/2018","15:00",8.8,"B","S/S",9.49,86.87,2.25,86.87,1.38,8.47,"F",7.8,0.1
"373","DH36","T10","18/08/2018","15:00",8.8,"C","S/D",16.92,90.8,2.83,90.8,9.12,7.03,"A",7.2,0.4
"374","DH36","T10","18/08/2018","15:00",8.8,"C","S/D",16.92,90.8,2.83,90.8,9.12,7.03,"B",8.8,1
"375","DH36","T10","18/08/2018","15:00",8.8,"C","S/D",16.92,90.8,2.83,90.8,9.12,7.03,"C",7.2,0.4
"376","DH36","T10","18/08/2018","15:00",8.8,"C","S/D",16.92,90.8,2.83,90.8,9.12,7.03,"D",7.8,0.4
"377","DH36","T10","18/08/2018","15:00",8.8,"C","S/D",16.92,90.8,2.83,90.8,9.12,7.03,"E",7.6,0.1
"378","DH36","T10","18/08/2018","15:00",8.8,"C","S/D",16.92,90.8,2.83,90.8,9.12,7.03,"F",7.8,0.1
"379","DH36","T10","18/08/2018","15:00",8.8,"D","S/D",17.1,89.1,2.84,89.1,8.81,13.95,"A",7.2,0.4
"380","DH36","T10","18/08/2018","15:00",8.8,"D","S/D",17.1,89.1,2.84,89.1,8.81,13.95,"B",8.8,1
"381","DH36","T10","18/08/2018","15:00",8.8,"D","S/D",17.1,89.1,2.84,89.1,8.81,13.95,"C",7.2,0.4
"382","DH36","T10","18/08/2018","15:00",8.8,"D","S/D",17.1,89.1,2.84,89.1,8.81,13.95,"D",7.8,0.4
"383","DH36","T10","18/08/2018","15:00",8.8,"D","S/D",17.1,89.1,2.84,89.1,8.81,13.95,"E",7.6,0.1
"384","DH36","T10","18/08/2018","15:00",8.8,"D","S/D",17.1,89.1,2.84,89.1,8.81,13.95,"F",7.8,0.1
"385","DH36","T10","18/08/2018","15:00",8.8,"E","D/S",14.96,84.96,2.71,84.96,-2.77,12.55,"A",7.2,0.4
"386","DH36","T10","18/08/2018","15:00",8.8,"E","D/S",14.96,84.96,2.71,84.96,-2.77,12.55,"B",8.8,1
"387","DH36","T10","18/08/2018","15:00",8.8,"E","D/S",14.96,84.96,2.71,84.96,-2.77,12.55,"C",7.2,0.4
"388","DH36","T10","18/08/2018","15:00",8.8,"E","D/S",14.96,84.96,2.71,84.96,-2.77,12.55,"D",7.8,0.4
"389","DH36","T10","18/08/2018","15:00",8.8,"E","D/S",14.96,84.96,2.71,84.96,-2.77,12.55,"E",7.6,0.1
"390","DH36","T10","18/08/2018","15:00",8.8,"E","D/S",14.96,84.96,2.71,84.96,-2.77,12.55,"F",7.8,0.1
"391","DH36","T10","18/08/2018","15:00",8.8,"F","D/S",14.37,83.22,2.67,83.22,-3.14,14.17,"A",7.2,0.4
"392","DH36","T10","18/08/2018","15:00",8.8,"F","D/S",14.37,83.22,2.67,83.22,-3.14,14.17,"B",8.8,1
"393","DH36","T10","18/08/2018","15:00",8.8,"F","D/S",14.37,83.22,2.67,83.22,-3.14,14.17,"C",7.2,0.4
"394","DH36","T10","18/08/2018","15:00",8.8,"F","D/S",14.37,83.22,2.67,83.22,-3.14,14.17,"D",7.8,0.4
"395","DH36","T10","18/08/2018","15:00",8.8,"F","D/S",14.37,83.22,2.67,83.22,-3.14,14.17,"E",7.6,0.1
"396","DH36","T10","18/08/2018","15:00",8.8,"F","D/S",14.37,83.22,2.67,83.22,-3.14,14.17,"F",7.8,0.1
"397","DH36","T11","21/08/2018","16:30",11.86,"A","S/S",10.22,90.58,2.32,90.58,2.37,7.74,"A",7.2,0.4
"398","DH36","T11","21/08/2018","16:30",11.86,"A","S/S",10.22,90.58,2.32,90.58,2.37,7.74,"B",8.8,1
"399","DH36","T11","21/08/2018","16:30",11.86,"A","S/S",10.22,90.58,2.32,90.58,2.37,7.74,"C",7.2,0.4
"400","DH36","T11","21/08/2018","16:30",11.86,"A","S/S",10.22,90.58,2.32,90.58,2.37,7.74,"D",7.8,0.4
"401","DH36","T11","21/08/2018","16:30",11.86,"A","S/S",10.22,90.58,2.32,90.58,2.37,7.74,"E",7.6,0.1
"402","DH36","T11","21/08/2018","16:30",11.86,"A","S/S",10.22,90.58,2.32,90.58,2.37,7.74,"F",7.8,0.1
"403","DH36","T11","21/08/2018","16:30",11.86,"B","S/S",9.91,90.41,2.29,90.41,1.8,4.93000000000001,"A",7.2,0.4
"404","DH36","T11","21/08/2018","16:30",11.86,"B","S/S",9.91,90.41,2.29,90.41,1.8,4.93000000000001,"B",8.8,1
"405","DH36","T11","21/08/2018","16:30",11.86,"B","S/S",9.91,90.41,2.29,90.41,1.8,4.93000000000001,"C",7.2,0.4
"406","DH36","T11","21/08/2018","16:30",11.86,"B","S/S",9.91,90.41,2.29,90.41,1.8,4.93000000000001,"D",7.8,0.4
"407","DH36","T11","21/08/2018","16:30",11.86,"B","S/S",9.91,90.41,2.29,90.41,1.8,4.93000000000001,"E",7.6,0.1
"408","DH36","T11","21/08/2018","16:30",11.86,"B","S/S",9.91,90.41,2.29,90.41,1.8,4.93000000000001,"F",7.8,0.1
"409","DH36","T11","21/08/2018","16:30",11.86,"C","S/D",14.83,87.66,2.7,87.66,7.03,10.17,"A",7.2,0.4
"410","DH36","T11","21/08/2018","16:30",11.86,"C","S/D",14.83,87.66,2.7,87.66,7.03,10.17,"B",8.8,1
"411","DH36","T11","21/08/2018","16:30",11.86,"C","S/D",14.83,87.66,2.7,87.66,7.03,10.17,"C",7.2,0.4
"412","DH36","T11","21/08/2018","16:30",11.86,"C","S/D",14.83,87.66,2.7,87.66,7.03,10.17,"D",7.8,0.4
"413","DH36","T11","21/08/2018","16:30",11.86,"C","S/D",14.83,87.66,2.7,87.66,7.03,10.17,"E",7.6,0.1
"414","DH36","T11","21/08/2018","16:30",11.86,"C","S/D",14.83,87.66,2.7,87.66,7.03,10.17,"F",7.8,0.1
"415","DH36","T11","21/08/2018","16:30",11.86,"D","S/D",14.56,86.18,2.68,86.18,6.27,16.87,"A",7.2,0.4
"416","DH36","T11","21/08/2018","16:30",11.86,"D","S/D",14.56,86.18,2.68,86.18,6.27,16.87,"B",8.8,1
"417","DH36","T11","21/08/2018","16:30",11.86,"D","S/D",14.56,86.18,2.68,86.18,6.27,16.87,"C",7.2,0.4
"418","DH36","T11","21/08/2018","16:30",11.86,"D","S/D",14.56,86.18,2.68,86.18,6.27,16.87,"D",7.8,0.4
"419","DH36","T11","21/08/2018","16:30",11.86,"D","S/D",14.56,86.18,2.68,86.18,6.27,16.87,"E",7.6,0.1
"420","DH36","T11","21/08/2018","16:30",11.86,"D","S/D",14.56,86.18,2.68,86.18,6.27,16.87,"F",7.8,0.1
"421","DH36","T11","21/08/2018","16:30",11.86,"E","D/S",14.44,87.15,2.67,87.15,-3.29,10.36,"A",7.2,0.4
"422","DH36","T11","21/08/2018","16:30",11.86,"E","D/S",14.44,87.15,2.67,87.15,-3.29,10.36,"B",8.8,1
"423","DH36","T11","21/08/2018","16:30",11.86,"E","D/S",14.44,87.15,2.67,87.15,-3.29,10.36,"C",7.2,0.4
"424","DH36","T11","21/08/2018","16:30",11.86,"E","D/S",14.44,87.15,2.67,87.15,-3.29,10.36,"D",7.8,0.4
"425","DH36","T11","21/08/2018","16:30",11.86,"E","D/S",14.44,87.15,2.67,87.15,-3.29,10.36,"E",7.6,0.1
"426","DH36","T11","21/08/2018","16:30",11.86,"E","D/S",14.44,87.15,2.67,87.15,-3.29,10.36,"F",7.8,0.1
"427","DH36","T11","21/08/2018","16:30",11.86,"F","D/S",14.39,88.06,2.67,88.06,-3.12,9.33,"A",7.2,0.4
"428","DH36","T11","21/08/2018","16:30",11.86,"F","D/S",14.39,88.06,2.67,88.06,-3.12,9.33,"B",8.8,1
"429","DH36","T11","21/08/2018","16:30",11.86,"F","D/S",14.39,88.06,2.67,88.06,-3.12,9.33,"C",7.2,0.4
